Hours since 00:00 Jan 1,30 Minute Data: Array power (DC) (kW)
0,0
0.5,0
1,0
1.5,0
2,0
2.5,0
3,0
3.5,0
4,0
4.5,0
5,0
5.5,0
6,0
6.5,0
7,0
7.5,591.944
8,8166.99
8.5,13445.7
9,16463.8
9.5,18119.4
10,18804.7
10.5,18599
11,18074.4
11.5,17517.9
12,17066
12.5,16859.4
13,17106.3
13.5,17560.6
14,18105.8
14.5,18627.3
15,18777.4
15.5,18080.8
16,16452
16.5,13653.8
17,8324.33
17.5,0
18,0
18.5,0
19,0
19.5,0
20,0
20.5,0
21,0
21.5,0
22,0
22.5,0
23,0
23.5,0
24,0
24.5,0
25,0
25.5,0
26,0
26.5,0
27,0
27.5,0
28,0
28.5,0
29,0
29.5,0
30,0
30.5,0
31,0
31.5,599.051
32,8510.29
32.5,13911.2
33,16946
33.5,18567.9
34,19064.3
34.5,18857.2
35,18270.8
35.5,17657.5
36,17141.2
36.5,16867.8
37,17058.1
37.5,17489.5
38,18000.9
38.5,18476.4
39,18608
39.5,17939.9
40,16344.2
40.5,13667.5
41,8440.81
41.5,0
42,0
42.5,0
43,0
43.5,0
44,0
44.5,0
45,0
45.5,0
46,0
46.5,0
47,0
47.5,0
48,0
48.5,0
49,0
49.5,0
50,0
50.5,0
51,0
51.5,0
52,0
52.5,0
53,0
53.5,0
54,0
54.5,0
55,0
55.5,68.9198
56,2664.96
56.5,13321.8
57,16218.2
57.5,17732.1
58,16286.7
58.5,7183.35
59,4776.32
59.5,6973.39
60,6362.54
60.5,5696.8
61,5166.86
61.5,4913.57
62,3285.69
62.5,3360.91
63,1772.21
63.5,712.725
64,3108.68
64.5,1098.07
65,467.252
65.5,0
66,0
66.5,0
67,0
67.5,0
68,0
68.5,0
69,0
69.5,0
70,0
70.5,0
71,0
71.5,0
72,0
72.5,0
73,0
73.5,0
74,0
74.5,0
75,0
75.5,0
76,0
76.5,0
77,0
77.5,0
78,0
78.5,0
79,0
79.5,0
80,31.8899
80.5,265.297
81,10792.1
81.5,11510
82,12224
82.5,5793.53
83,6332.13
83.5,6740.7
84,6994.27
84.5,9774.45
85,9757.91
85.5,9664.93
86,2826.24
86.5,12224.3
87,3514.73
87.5,1310.43
88,2874.36
88.5,1506.29
89,643.464
89.5,0
90,0
90.5,0
91,0
91.5,0
92,0
92.5,0
93,0
93.5,0
94,0
94.5,0
95,0
95.5,0
96,0
96.5,0
97,0
97.5,0
98,0
98.5,0
99,0
99.5,0
100,0
100.5,0
101,0
101.5,0
102,0
102.5,0
103,0
103.5,0
104,2731.25
104.5,12582.4
105,15373.2
105.5,16914.2
106,17484.8
106.5,17470.7
107,17012.9
107.5,16562
108,16193
108.5,13903
109,13056.5
109.5,15531.3
110,14575.2
110.5,13873.9
111,18556.8
111.5,18146.7
112,17015.6
112.5,6717.62
113,3631.47
113.5,0
114,0
114.5,0
115,0
115.5,0
116,0
116.5,0
117,0
117.5,0
118,0
118.5,0
119,0
119.5,0
120,0
120.5,0
121,0
121.5,0
122,0
122.5,0
123,0
123.5,0
124,0
124.5,0
125,0
125.5,0
126,0
126.5,0
127,0
127.5,0
128,9054.36
128.5,14574.9
129,17458.3
129.5,18743.7
130,19174.1
130.5,16328.2
131,15476.7
131.5,14347.9
132,15509.4
132.5,17099.1
133,15516.2
133.5,14932.4
134,15772.6
134.5,17126.4
135,19152.7
135.5,18674.1
136,12725.2
136.5,15159.7
137,9516.87
137.5,0
138,0
138.5,0
139,0
139.5,0
140,0
140.5,0
141,0
141.5,0
142,0
142.5,0
143,0
143.5,0
144,0
144.5,0
145,0
145.5,0
146,0
146.5,0
147,0
147.5,0
148,0
148.5,0
149,0
149.5,0
150,0
150.5,0
151,0
151.5,0
152,2921.53
152.5,10823.8
153,14731.2
153.5,18296.3
154,12962.5
154.5,18631.3
