Hours since 00:00 Jan 1,30 Minute Data: Array power (DC) (kW)
0,0
0.5,0
1,0
1.5,0
2,0
2.5,0
3,0
3.5,0
4,0
4.5,0
5,0
5.5,0
6,0
6.5,0
7,0
7.5,0
8,139.28
8.5,577.179
9,4476.01
9.5,17002.8
10,17916.2
10.5,4443.35
11,4410.43
11.5,5748.57
12,6191.9
12.5,7486.77
13,7454.62
13.5,16373.5
14,16872.1
14.5,17388
15,14160.8
15.5,10270.8
16,16572.9
16.5,14939.3
17,12134.8
17.5,0
18,0
18.5,0
19,0
19.5,0
20,0
20.5,0
21,0
21.5,0
22,0
22.5,0
23,0
23.5,0
24,0
24.5,0
25,0
25.5,0
26,0
26.5,0
27,0
27.5,0
28,0
28.5,0
29,0
29.5,0
30,0
30.5,0
31,0
31.5,0
32,5508.17
32.5,11608.2
33,2568.63
33.5,2107.36
34,9812.86
34.5,3466.69
35,4033.8
35.5,5493.18
36,5696.57
36.5,5902.81
37,15973.7
37.5,16210.5
38,13434.8
38.5,14162.1
39,17709.6
39.5,17590.4
40,14121.5
40.5,5824.91
41,3986.6
41.5,0
42,0
42.5,0
43,0
43.5,0
44,0
44.5,0
45,0
45.5,0
46,0
46.5,0
47,0
47.5,0
48,0
48.5,0
49,0
49.5,0
50,0
50.5,0
51,0
51.5,0
52,0
52.5,0
53,0
53.5,0
54,0
54.5,0
55,0
55.5,0
56,5357.63
56.5,11646.7
57,15175.6
57.5,6535.91
58,17853.8
58.5,18000.7
59,17536.4
59.5,16990.4
60,16456
60.5,16169.7
61,16172.6
61.5,16477.6
62,17003.8
62.5,17570.5
63,17961.3
63.5,17781.2
64,16906.7
64.5,15164.4
65,12603.6
65.5,0
66,0
66.5,0
67,0
67.5,0
68,0
68.5,0
69,0
69.5,0
70,0
70.5,0
71,0
71.5,0
72,0
72.5,0
73,0
73.5,0
74,0
74.5,0
75,0
75.5,0
76,0
76.5,0
77,0
77.5,0
78,0
78.5,0
79,0
79.5,0
80,492.17
80.5,2246.84
81,7946.37
81.5,6820.01
82,9155.1
82.5,11024.3
83,9344.3
83.5,11643.9
84,5726.15
84.5,5788.45
85,5789.07
85.5,5563.38
86,3254.55
86.5,2849.27
87,2419.87
87.5,2047.07
88,1590.47
88.5,1097.26
89,625.873
89.5,231.155
90,0
90.5,0
91,0
91.5,0
92,0
92.5,0
93,0
93.5,0
94,0
94.5,0
95,0
95.5,0
96,0
96.5,0
97,0
97.5,0
98,0
98.5,0
99,0
99.5,0
100,0
100.5,0
101,0
101.5,0
102,0
102.5,0
103,0
103.5,0
104,89.7787
104.5,356.127
105,943.63
105.5,876.587
106,6835.14
106.5,11717.8
107,2944.11
107.5,4751.46
108,5121.26
108.5,5354.43
109,5335.78
109.5,8175.45
110,7786.68
110.5,7260.78
111,6607.88
111.5,2751.86
112,2616.81
112.5,1552.11
113,860.197
113.5,330.893
114,0
114.5,0
115,0
115.5,0
116,0
116.5,0
117,0
117.5,0
118,0
118.5,0
119,0
119.5,0
120,0
120.5,0
121,0
121.5,0
122,0
122.5,0
123,0
123.5,0
124,0
124.5,0
125,0
125.5,0
126,0
126.5,0
127,0
127.5,0
128,5553.61
128.5,12275.7
129,16126.6
129.5,18093.5
130,19139.7
130.5,19331.5
131,18879.2
131.5,18204.9
132,17686.4
132.5,17358.4
133,17321.8
133.5,17656
134,18121.1
134.5,18852.3
135,19360.6
135.5,19313.1
136,18442.5
136.5,16671
137,13954.1
137.5,7999.26
138,0
138.5,0
139,0
139.5,0
140,0
140.5,0
141,0
141.5,0
142,0
142.5,0
143,0
143.5,0
144,0
144.5,0
145,0
145.5,0
146,0
146.5,0
147,0
147.5,0
148,0
148.5,0
149,0
149.5,0
150,0
150.5,0
151,0
151.5,0
152,5988.24
152.5,12980.7
153,16760.6
153.5,18591.6
154,19437.7
