Hours since 00:00 Jan 1,30 Minute Data: Array power (DC) (kW)
0,0
0.5,0
1,0
1.5,0
2,0
2.5,0
3,0
3.5,0
4,0
4.5,0
5,0
5.5,0
6,0
6.5,0
7,0
7.5,0
8,33.3149
8.5,312.558
9,889.426
9.5,865.725
10,969.783
10.5,2044.38
11,2157.15
11.5,3044.29
12,3604.43
12.5,5789.75
13,7961.49
13.5,7711.29
14,8015.65
14.5,7557.74
15,6642.47
15.5,12316.4
16,3112.33
16.5,1757.91
17,801.212
17.5,0
18,0
18.5,0
19,0
19.5,0
20,0
20.5,0
21,0
21.5,0
22,0
22.5,0
23,0
23.5,0
24,0
24.5,0
25,0
25.5,0
26,0
26.5,0
27,0
27.5,0
28,0
28.5,0
29,0
29.5,0
30,0
30.5,0
31,0
31.5,0
32,207.617
32.5,883.253
33,909.713
33.5,2229.74
34,640.083
34.5,3752.19
35,2410.94
35.5,2720.81
36,1969.99
36.5,2023.93
37,2790.13
37.5,4885.7
38,3468.02
38.5,6264.53
39,3267.88
39.5,3214.92
40,2893.99
40.5,2921.19
41,1114.02
41.5,0
42,0
42.5,0
43,0
43.5,0
44,0
44.5,0
45,0
45.5,0
46,0
46.5,0
47,0
47.5,0
48,0
48.5,0
49,0
49.5,0
50,0
50.5,0
51,0
51.5,0
52,0
52.5,0
53,0
53.5,0
54,0
54.5,0
55,0
55.5,36.5569
56,1437.04
56.5,2139.85
57,1358.7
57.5,1846.47
58,9900.32
58.5,10274
59,9811.79
59.5,8477.08
60,9885.32
60.5,7212.45
61,7145.9
61.5,2868.8
62,1995.82
62.5,2459.41
63,2725.45
63.5,1745.05
64,232.847
64.5,977.351
65,437.473
65.5,0
66,0
66.5,0
67,0
67.5,0
68,0
68.5,0
69,0
69.5,0
70,0
70.5,0
71,0
71.5,0
72,0
72.5,0
73,0
73.5,0
74,0
74.5,0
75,0
75.5,0
76,0
76.5,0
77,0
77.5,0
78,0
78.5,0
79,0
79.5,23.4473
80,548.722
80.5,1445.58
81,2297.23
81.5,256.115
82,3671.63
82.5,641.407
83,3108.23
83.5,3564.98
84,4187.3
84.5,3239.92
85,5793.49
85.5,5149.05
86,2550.48
86.5,6189.78
87,5683.23
87.5,233.802
88,1178.48
88.5,1851.19
89,860.473
89.5,0
90,0
90.5,0
91,0
91.5,0
92,0
92.5,0
93,0
93.5,0
94,0
94.5,0
95,0
95.5,0
96,0
96.5,0
97,0
97.5,0
98,0
98.5,0
99,0
99.5,0
100,0
100.5,0
101,0
101.5,0
102,0
102.5,0
103,0
103.5,0
104,283.121
104.5,35.4852
105,10168.8
105.5,1349.26
106,2423.05
106.5,6611.53
107,880.066
107.5,2545.79
108,2446.66
108.5,2512.83
109,2680.34
109.5,5704.15
110,2342.7
110.5,4165.59
111,2318.97
111.5,587.804
112,1064.82
112.5,671.172
113,8975.13
113.5,0
114,0
114.5,0
115,0
115.5,0
116,0
116.5,0
117,0
117.5,0
118,0
118.5,0
119,0
119.5,0
120,0
120.5,0
121,0
121.5,0
122,0
122.5,0
123,0
123.5,0
124,0
124.5,0
125,0
125.5,0
126,0
126.5,0
127,0
127.5,0
128,8989.82
128.5,1651.88
129,2673.77
129.5,4629.38
130,5830.63
130.5,6405.18
131,13904.6
131.5,13772.8
132,17814.8
132.5,17546.2
133,17701.4
133.5,18150.7
134,18729.3
134.5,19312.1
135,19532.9
135.5,18987.2
136,17771.6
136.5,15385.6
137,10391.3
137.5,0
138,0
138.5,0
139,0
139.5,0
140,0
140.5,0
141,0
141.5,0
142,0
142.5,0
143,0
143.5,0
144,0
144.5,0
145,0
145.5,0
146,0
146.5,0
147,0
147.5,0
148,0
148.5,0
149,0
149.5,0
150,0
150.5,0
151,0
151.5,0
152,6877.85
152.5,7310.37
153,10815.2
153.5,15719.5
154,16365.5
154.5,18970.8
