Hours since 00:00 Jan 1,30 Minute Data: Array power (DC) (kW)
0,0
0.5,0
1,0
1.5,0
2,0
2.5,0
3,0
3.5,0
4,0
4.5,0
5,0
5.5,0
6,0
6.5,0
7,0
7.5,0
8,6999.23
8.5,13111.1
9,16406.2
9.5,18143
10,18748.1
10.5,18706.3
11,18097.5
11.5,17454.4
12,16937.9
12.5,16654.1
13,16806.7
13.5,17275.3
14,17840.5
14.5,18463.3
15,18727.5
15.5,18259.6
16,17096.8
16.5,14754.9
17,9900.52
17.5,0
18,0
18.5,0
19,0
19.5,0
20,0
20.5,0
21,0
21.5,0
22,0
22.5,0
23,0
23.5,0
24,0
24.5,0
25,0
25.5,0
26,0
26.5,0
27,0
27.5,0
28,0
28.5,0
29,0
29.5,0
30,0
30.5,0
31,0
31.5,0
32,7173.51
32.5,13482.3
33,16771.8
33.5,18322.6
34,18963.6
34.5,18853
35,18201.6
35.5,17484.6
36,16911
36.5,16589.4
37,14642.1
37.5,17076.4
38,17577.6
38.5,18111.7
39,13348.7
39.5,17915.2
40,16773.9
40.5,14606
41,9939.98
41.5,0
42,0
42.5,0
43,0
43.5,0
44,0
44.5,0
45,0
45.5,0
46,0
46.5,0
47,0
47.5,0
48,0
48.5,0
49,0
49.5,0
50,0
50.5,0
51,0
51.5,0
52,0
52.5,0
53,0
53.5,0
54,0
54.5,0
55,0
55.5,0
56,389.419
56.5,1199.18
57,1046.49
57.5,1430.83
58,5443.45
58.5,5968.12
59,7468.97
59.5,7122.96
60,8882.43
60.5,9285.16
61,9777.72
61.5,6810.98
62,4331.12
62.5,6693.39
63,2430.53
63.5,2685.81
64,1210.94
64.5,762.681
65,376.808
65.5,0
66,0
66.5,0
67,0
67.5,0
68,0
68.5,0
69,0
69.5,0
70,0
70.5,0
71,0
71.5,0
72,0
72.5,0
73,0
73.5,0
74,0
74.5,0
75,0
75.5,0
76,0
76.5,0
77,0
77.5,0
78,0
78.5,0
79,0
79.5,0
80,6253.35
80.5,11876.1
81,14889.7
81.5,8459.15
82,9306.88
82.5,2127.7
83,4026.66
83.5,2071.99
84,2639.47
84.5,2836.53
85,2355.72
85.5,2991.38
86,2231.81
86.5,1151.01
87,2725.1
87.5,1473.37
88,15446.7
88.5,264.431
89,123.392
89.5,0
90,0
90.5,0
91,0
91.5,0
92,0
92.5,0
93,0
93.5,0
94,0
94.5,0
95,0
95.5,0
96,0
96.5,0
97,0
97.5,0
98,0
98.5,0
99,0
99.5,0
100,0
100.5,0
101,0
101.5,0
102,0
102.5,0
103,0
103.5,0
104,6444.64
104.5,12444.7
105,15760.2
105.5,17579.7
106,18342.8
106.5,18409
107,17928.2
107.5,14357
108,15750.3
108.5,13508.2
109,13564.3
109.5,16105.4
110,16333.5
110.5,17196.6
111,19200.8
111.5,18868.4
112,11881.1
112.5,12859.6
113,8340
113.5,0
114,0
114.5,0
115,0
115.5,0
116,0
116.5,0
117,0
117.5,0
118,0
118.5,0
119,0
119.5,0
120,0
120.5,0
121,0
121.5,0
122,0
122.5,0
123,0
123.5,0
124,0
124.5,0
125,0
125.5,0
126,0
126.5,0
127,0
127.5,0
128,7121.55
128.5,13592.5
129,16865.2
129.5,13694.9
130,19040.8
130.5,14746.4
131,16236.2
131.5,13353.5
132,15759.6
132.5,15125.4
133,14421.3
133.5,13618.9
134,15912.8
134.5,18444.4
135,14371.2
135.5,18405.2
136,14882.8
136.5,13608.8
137,8945.82
137.5,0
138,0
138.5,0
139,0
139.5,0
140,0
140.5,0
141,0
141.5,0
142,0
142.5,0
143,0
143.5,0
144,0
144.5,0
145,0
145.5,0
146,0
146.5,0
147,0
147.5,0
148,0
148.5,0
149,0
149.5,0
150,0
150.5,0
151,0
151.5,0
152,826.389
152.5,11784.2
153,14636.3
153.5,12774.8
154,10020.3
154.5,14988.9
155,15325.3
