Hours since 00:00 Jan 1,30 Minute Data: Array power (DC) (kW)
0,0
0.5,0
1,0
1.5,0
2,0
2.5,0
3,0
3.5,0
4,0
4.5,0
5,0
5.5,0
6,0
6.5,0
7,0
7.5,1165.29
8,9324.2
8.5,5368.84
9,7236.6
9.5,8256.2
10,19540.9
10.5,19291.2
11,18679.1
11.5,18065.7
12,17574.1
12.5,17341.8
13,17584.5
13.5,18028.4
14,18525.3
14.5,19025.4
15,19078.9
15.5,18304.6
16,16572.1
16.5,13633.7
17,7939.7
17.5,0
18,0
18.5,0
19,0
19.5,0
20,0
20.5,0
21,0
21.5,0
22,0
22.5,0
23,0
23.5,0
24,0
24.5,0
25,0
25.5,0
26,0
26.5,0
27,0
27.5,0
28,0
28.5,0
29,0
29.5,0
30,0
30.5,0
31,0
31.5,1170.63
32,9369.8
32.5,14456.6
33,10219
33.5,13025.3
34,11523
34.5,18912.3
35,14083.7
35.5,14072.9
36,14353.3
36.5,13080.1
37,13977
37.5,14998.8
38,12689.3
38.5,11734.9
39,11746.8
39.5,14231.2
40,6355.37
40.5,13441.6
41,3630.35
41.5,0
42,0
42.5,0
43,0
43.5,0
44,0
44.5,0
45,0
45.5,0
46,0
46.5,0
47,0
47.5,0
48,0
48.5,0
49,0
49.5,0
50,0
50.5,0
51,0
51.5,0
52,0
52.5,0
53,0
53.5,0
54,0
54.5,0
55,0
55.5,0
56,129.485
56.5,276.341
57,423.171
57.5,378.686
58,458.89
58.5,727.135
59,860.379
59.5,1435.19
60,1910.08
60.5,2965.17
61,2223.07
61.5,2593.09
62,2045.2
62.5,1687.02
63,1752.17
63.5,1120.48
64,864.015
64.5,752.168
65,7594.74
65.5,0
66,0
66.5,0
67,0
67.5,0
68,0
68.5,0
69,0
69.5,0
70,0
70.5,0
71,0
71.5,0
72,0
72.5,0
73,0
73.5,0
74,0
74.5,0
75,0
75.5,0
76,0
76.5,0
77,0
77.5,0
78,0
78.5,0
79,0
79.5,1058
80,9202.14
80.5,14434.7
81,17481.3
81.5,10560.7
82,11372.1
82.5,11849.6
83,18865.1
83.5,18304
84,17855.6
84.5,17631.8
85,17921.4
85.5,18412.4
86,18992.1
86.5,19535.4
87,19660.7
87.5,18878.9
88,17154
88.5,14188.9
89,8541.69
89.5,0
90,0
90.5,0
91,0
91.5,0
92,0
92.5,0
93,0
93.5,0
94,0
94.5,0
95,0
95.5,0
96,0
96.5,0
97,0
97.5,0
98,0
98.5,0
99,0
99.5,0
100,0
100.5,0
101,0
101.5,0
102,0
102.5,0
103,0
103.5,1100.69
104,9423.88
104.5,14645
105,17567.6
105.5,19072.7
106,19468.8
106.5,19199.5
107,18548.9
107.5,17944.1
108,17465.1
108.5,17202
109,14702.8
109.5,14867
110,18349.2
110.5,18797.3
111,18804.6
111.5,18203.4
112,16562.3
112.5,13816.9
113,8481.43
113.5,0
114,0
114.5,0
115,0
115.5,0
116,0
116.5,0
117,0
117.5,0
118,0
118.5,0
119,0
119.5,0
120,0
120.5,0
121,0
121.5,0
122,0
122.5,0
123,0
123.5,0
124,0
124.5,0
125,0
125.5,0
126,0
126.5,0
127,0
127.5,1100.52
128,9206.69
128.5,293.043
129,458.947
129.5,793.339
130,1495.05
130.5,1632.44
131,1420.13
131.5,1581.21
132,2433.33
132.5,2234.7
133,1348.4
133.5,2738.75
134,5099.54
134.5,1921.05
135,1825.59
135.5,1194.15
136,189.202
136.5,829.482
137,370.97
137.5,0
138,0
138.5,0
139,0
139.5,0
140,0
140.5,0
141,0
141.5,0
142,0
142.5,0
143,0
143.5,0
144,0
144.5,0
145,0
145.5,0
146,0
146.5,0
147,0
147.5,0
148,0
148.5,0
149,0
149.5,0
150,0
150.5,0
151,0
151.5,978.556
152,8925.13
152.5,14107
153,450.201
153.5,602.143
154,754.522
154.5,1155.56
155,1297.51
