Hours since 00:00 Jan 1,30 Minute Data: Array power (DC) (kW)
0,0
0.5,0
1,0
1.5,0
2,0
2.5,0
3,0
3.5,0
4,0
4.5,0
5,0
5.5,0
6,0
6.5,0
7,0
7.5,0
8,6254.93
8.5,12881.5
9,16578.1
9.5,18303.2
10,19025.2
10.5,18945.8
11,18278.7
11.5,17603
12,16951.7
12.5,16640.3
13,16642.8
13.5,16996.1
14,17499.5
14.5,18120.8
15,18610
15.5,18552.2
16,17747.1
16.5,16172
17,13314.7
17.5,0
18,0
18.5,0
19,0
19.5,0
20,0
20.5,0
21,0
21.5,0
22,0
22.5,0
23,0
23.5,0
24,0
24.5,0
25,0
25.5,0
26,0
26.5,0
27,0
27.5,0
28,0
28.5,0
29,0
29.5,0
30,0
30.5,0
31,0
31.5,0
32,5820.15
32.5,12366.3
33,16082.4
33.5,18093.7
34,18913.6
34.5,18986.6
35,18456.3
35.5,15010.3
36,14743
36.5,14207.4
37,16840.8
37.5,17191.2
38,11255.8
38.5,11510.3
39,9781.98
39.5,18442.6
40,17543.7
40.5,15607.6
41,12691.7
41.5,0
42,0
42.5,0
43,0
43.5,0
44,0
44.5,0
45,0
45.5,0
46,0
46.5,0
47,0
47.5,0
48,0
48.5,0
49,0
49.5,0
50,0
50.5,0
51,0
51.5,0
52,0
52.5,0
53,0
53.5,0
54,0
54.5,0
55,0
55.5,0
56,59.1841
56.5,230.925
57,1285.75
57.5,672.329
58,251.2
58.5,412.854
59,852.396
59.5,8666.06
60,570.814
60.5,2451.91
61,2522.38
61.5,1936.85
62,1765.28
62.5,1336.86
63,1649.1
63.5,270.826
64,3745.96
64.5,1879.89
65,1022.71
65.5,0
66,0
66.5,0
67,0
67.5,0
68,0
68.5,0
69,0
69.5,0
70,0
70.5,0
71,0
71.5,0
72,0
72.5,0
73,0
73.5,0
74,0
74.5,0
75,0
75.5,0
76,0
76.5,0
77,0
77.5,0
78,0
78.5,0
79,0
79.5,0
80,5109.06
80.5,11426.3
81,15173.1
81.5,4747.57
82,5612.38
82.5,6266.85
83,6867.82
83.5,17457.6
84,16984.4
84.5,16612.9
85,16585
85.5,16874.8
86,17289.6
86.5,17785.4
87,18091.3
87.5,17870
88,16772.1
88.5,14798.5
89,11707.2
89.5,0
90,0
90.5,0
91,0
91.5,0
92,0
92.5,0
93,0
93.5,0
94,0
94.5,0
95,0
95.5,0
96,0
96.5,0
97,0
97.5,0
98,0
98.5,0
99,0
99.5,0
100,0
100.5,0
101,0
101.5,0
102,0
102.5,0
103,0
103.5,0
104,5124.42
104.5,11618.3
105,15427.1
105.5,17448.2
106,18267.3
106.5,18232.7
107,17710
107.5,17143.6
108,16619.6
108.5,16275
109,16266.4
109.5,16587.3
110,17017.9
110.5,17572.9
111,17914.4
111.5,17870.9
112,16885.2
112.5,14997.7
113,11883.3
113.5,5564.99
114,0
114.5,0
115,0
115.5,0
116,0
116.5,0
117,0
117.5,0
118,0
118.5,0
119,0
119.5,0
120,0
120.5,0
121,0
121.5,0
122,0
122.5,0
123,0
123.5,0
124,0
124.5,0
125,0
125.5,0
126,0
126.5,0
127,0
127.5,0
128,4745.71
128.5,11137.1
129,462.248
129.5,503.466
130,797.562
130.5,1396.7
131,1441.5
131.5,1875.24
132,1971.26
132.5,1331.57
133,2909.14
133.5,3730.86
134,544.58
134.5,7359.08
135,1123.91
135.5,1455.43
136,1201.9
136.5,6405.59
137,4286.88
137.5,1233.95
138,0
138.5,0
139,0
139.5,0
140,0
140.5,0
141,0
141.5,0
142,0
142.5,0
143,0
143.5,0
144,0
144.5,0
145,0
145.5,0
146,0
146.5,0
147,0
147.5,0
148,0
148.5,0
149,0
149.5,0
150,0
150.5,0
151,0
151.5,0
152,4697.25
152.5,11197.9
153,15235.4
153.5,17590.5
154,18772.7
154.5,19115.6
155,18718.1
