Hours since 00:00 Jan 1,30 Minute Data: Array power (DC) (kW)
0,0
0.5,0
1,0
1.5,0
2,0
2.5,0
3,0
3.5,0
4,0
4.5,0
5,0
5.5,0
6,0
6.5,0
7,0
7.5,0
8,0
8.5,5360.6
9,15737.7
9.5,18448.7
10,19647.3
10.5,19747.6
11,19239.1
11.5,18405.9
12,17643.6
12.5,17099.6
13,16812.4
13.5,17033.3
14,17483.8
14.5,18134
15,18791.9
15.5,19060.5
16,18720.4
16.5,17745.5
17,16049.4
17.5,12867.7
18,0
18.5,0
19,0
19.5,0
20,0
20.5,0
21,0
21.5,0
22,0
22.5,0
23,0
23.5,0
24,0
24.5,0
25,0
25.5,0
26,0
26.5,0
27,0
27.5,0
28,0
28.5,0
29,0
29.5,0
30,0
30.5,0
31,0
31.5,0
32,0
32.5,3766.88
33,15228.3
33.5,17831.5
34,18988.7
34.5,19080.3
35,18588.9
35.5,17788.9
36,17068.4
36.5,16558.8
37,16290.5
37.5,16505.1
38,16955.5
38.5,17575.7
39,18200.7
39.5,18418.8
40,18023.5
40.5,17225.1
41,15593.9
41.5,12166.6
42,0
42.5,0
43,0
43.5,0
44,0
44.5,0
45,0
45.5,0
46,0
46.5,0
47,0
47.5,0
48,0
48.5,0
49,0
49.5,0
50,0
50.5,0
51,0
51.5,0
52,0
52.5,0
53,0
53.5,0
54,0
54.5,0
55,0
55.5,0
56,0
56.5,2466.33
57,4449.5
57.5,3703.75
58,4595.53
58.5,5316.62
59,19605.1
59.5,18771.8
60,18005.1
60.5,17462.3
61,17188
61.5,17421.3
62,17910.3
62.5,18614.1
63,19335.7
63.5,19682.4
64,19345.4
64.5,18267
65,16402.6
65.5,12700.4
66,0
66.5,0
67,0
67.5,0
68,0
68.5,0
69,0
69.5,0
70,0
70.5,0
71,0
71.5,0
72,0
72.5,0
73,0
73.5,0
74,0
74.5,0
75,0
75.5,0
76,0
76.5,0
77,0
77.5,0
78,0
78.5,0
79,0
79.5,0
80,0
80.5,5427.88
81,15515.2
81.5,18310.6
82,19604.1
82.5,19747.9
83,19316.4
83.5,18533.7
84,17756.6
84.5,17221.5
85,16941.8
85.5,17193.4
86,17667.7
86.5,18383.8
87,19122.7
87.5,19557.4
88,19318.3
88.5,18359.8
89,16568.4
89.5,12930.9
90,0
90.5,0
91,0
91.5,0
92,0
92.5,0
93,0
93.5,0
94,0
94.5,0
95,0
95.5,0
96,0
96.5,0
97,0
97.5,0
98,0
98.5,0
99,0
99.5,0
100,0
100.5,0
101,0
101.5,0
102,0
102.5,0
103,0
103.5,0
104,0
104.5,3948.23
105,15309.1
105.5,18047
106,19299.6
106.5,19435.1
107,19010.2
107.5,18217.5
108,17480.7
108.5,16931.7
109,16645.2
109.5,16830.9
110,17270.3
110.5,17918.8
111,18610.7
111.5,18928.9
112,18603.7
112.5,17656.7
113,15881.7
113.5,12429.7
114,0
114.5,0
115,0
115.5,0
116,0
116.5,0
117,0
117.5,0
118,0
118.5,0
119,0
119.5,0
120,0
120.5,0
121,0
121.5,0
122,0
122.5,0
123,0
123.5,0
124,0
124.5,0
125,0
125.5,0
126,0
126.5,0
127,0
127.5,0
128,0
128.5,4034.7
129,15581.9
129.5,18406.9
130,19647.3
130.5,19827
131,14699.6
131.5,18599.6
132,17866.3
132.5,17339.5
133,17066.3
133.5,17302.5
134,17795.2
134.5,18534.7
135,19316.7
135.5,19735.9
136,19491.1
136.5,18557.2
137,16779.3
137.5,13253.3
138,0
138.5,0
139,0
139.5,0
140,0
140.5,0
141,0
141.5,0
142,0
142.5,0
143,0
143.5,0
144,0
144.5,0
145,0
145.5,0
146,0
146.5,0
147,0
147.5,0
148,0
148.5,0
149,0
149.5,0
150,0
150.5,0
151,0
151.5,0
152,0
152.5,10563
153,290.53
153.5,1031.36
154,1678.39
154.5,2855.2
