Hours since 00:00 Jan 1,30 Minute Data: Array power (DC) (kW)
0,0
0.5,0
1,0
1.5,0
2,0
2.5,0
3,0
3.5,0
4,0
4.5,0
5,0
5.5,0
6,0
6.5,0
7,0
7.5,0
8,7482.09
8.5,13902.5
9,17297
9.5,18919.5
10,19629.8
10.5,19487.1
11,18814.5
11.5,18086.1
12,17528.9
12.5,17162.1
13,17324.2
13.5,17736.9
14,18335.5
14.5,18947.1
15,19236.4
15.5,18816.6
16,17518.9
16.5,15436.8
17,10606
17.5,0
18,0
18.5,0
19,0
19.5,0
20,0
20.5,0
21,0
21.5,0
22,0
22.5,0
23,0
23.5,0
24,0
24.5,0
25,0
25.5,0
26,0
26.5,0
27,0
27.5,0
28,0
28.5,0
29,0
29.5,0
30,0
30.5,0
31,0
31.5,0
32,7233.1
32.5,13468.2
33,16652.2
33.5,18170.5
34,18830.2
34.5,18699.1
35,18063.3
35.5,17434.1
36,16879.3
36.5,16584.4
37,16706.6
37.5,17119.2
38,17641.5
38.5,18190.9
39,11484.1
39.5,17975.3
40,5674.89
40.5,2256.79
41,9984.74
41.5,0
42,0
42.5,0
43,0
43.5,0
44,0
44.5,0
45,0
45.5,0
46,0
46.5,0
47,0
47.5,0
48,0
48.5,0
49,0
49.5,0
50,0
50.5,0
51,0
51.5,0
52,0
52.5,0
53,0
53.5,0
54,0
54.5,0
55,0
55.5,0
56,367.196
56.5,1129.38
57,5592.62
57.5,4642.28
58,2954.52
58.5,6384.13
59,2360.64
59.5,645.729
60,5059.2
60.5,3339.74
61,3483.69
61.5,2694.96
62,225.509
62.5,1880.26
63,390.467
63.5,834.302
64,170.662
64.5,1830.55
65,892.009
65.5,0
66,0
66.5,0
67,0
67.5,0
68,0
68.5,0
69,0
69.5,0
70,0
70.5,0
71,0
71.5,0
72,0
72.5,0
73,0
73.5,0
74,0
74.5,0
75,0
75.5,0
76,0
76.5,0
77,0
77.5,0
78,0
78.5,0
79,0
79.5,0
80,3037.14
80.5,5739.07
81,15553.7
81.5,3648.83
82,2025.08
82.5,2394.55
83,5868.88
83.5,12392.8
84,13529.7
84.5,12486.7
85,16553.8
85.5,17011.9
86,12549.9
86.5,18199.1
87,18479.9
87.5,18035.3
88,16899.4
88.5,14678
89,10092.1
89.5,0
90,0
90.5,0
91,0
91.5,0
92,0
92.5,0
93,0
93.5,0
94,0
94.5,0
95,0
95.5,0
96,0
96.5,0
97,0
97.5,0
98,0
98.5,0
99,0
99.5,0
100,0
100.5,0
101,0
101.5,0
102,0
102.5,0
103,0
103.5,0
104,6881.74
104.5,13131.6
105,16370
105.5,17927.5
106,18579.5
106.5,18436
107,17720.5
107.5,17030.6
108,16465.6
108.5,16133.3
109,16251.9
109.5,16674.5
110,17243.2
110.5,17872.2
111,18218.2
111.5,17962.3
112,16801.1
112.5,14840
113,10416.8
113.5,0
114,0
114.5,0
115,0
115.5,0
116,0
116.5,0
117,0
117.5,0
118,0
118.5,0
119,0
119.5,0
120,0
120.5,0
121,0
121.5,0
122,0
122.5,0
123,0
123.5,0
124,0
124.5,0
125,0
125.5,0
126,0
126.5,0
127,0
127.5,0
128,6637.95
128.5,12822
129,356.162
129.5,500.79
130,1375.61
130.5,1633.44
131,2811.87
131.5,3944.37
132,3925.04
132.5,2462.08
133,2284.22
133.5,1574.71
134,1786.53
134.5,1267.8
135,1129.68
135.5,3933.77
136,668.292
136.5,72.5406
137,9977.81
137.5,0
138,0
138.5,0
139,0
139.5,0
140,0
140.5,0
141,0
141.5,0
142,0
142.5,0
143,0
143.5,0
144,0
144.5,0
145,0
145.5,0
146,0
146.5,0
147,0
147.5,0
148,0
148.5,0
149,0
149.5,0
150,0
150.5,0
151,0
151.5,0
152,6790.11
152.5,13062
153,16403.5
153.5,18057.3
154,18798.9
154.5,18823.5
155,18270.6
