Hours since 00:00 Jan 1,30 Minute Data: Array power (DC) (kW)
0,0
0.5,0
1,0
1.5,0
2,0
2.5,0
3,0
3.5,0
4,0
4.5,0
5,0
5.5,0
6,0
6.5,0
7,0
7.5,0
8,7137.18
8.5,13390.4
9,16826
9.5,18641.3
10,19343.8
10.5,19164.1
11,18503.3
11.5,17818.1
12,17233.8
12.5,16869.2
13,16978.9
13.5,17337.2
14,17802.8
14.5,18307.2
15,18456.8
15.5,18070.9
16,16712.6
16.5,14336.1
17,9472.08
17.5,0
18,0
18.5,0
19,0
19.5,0
20,0
20.5,0
21,0
21.5,0
22,0
22.5,0
23,0
23.5,0
24,0
24.5,0
25,0
25.5,0
26,0
26.5,0
27,0
27.5,0
28,0
28.5,0
29,0
29.5,0
30,0
30.5,0
31,0
31.5,0
32,512.338
32.5,6202.98
33,10664.8
33.5,13378.1
34,13403.2
34.5,13796.7
35,14532.4
35.5,17684.7
36,17137.8
36.5,16822.7
37,16981.1
37.5,15824.8
38,17909.7
38.5,18462.2
39,13168.5
39.5,13901.8
40,16824.6
40.5,14301.5
41,9283.9
41.5,0
42,0
42.5,0
43,0
43.5,0
44,0
44.5,0
45,0
45.5,0
46,0
46.5,0
47,0
47.5,0
48,0
48.5,0
49,0
49.5,0
50,0
50.5,0
51,0
51.5,0
52,0
52.5,0
53,0
53.5,0
54,0
54.5,0
55,0
55.5,0
56,6382.05
56.5,174.798
57,301.226
57.5,662.178
58,570.947
58.5,890.97
59,1057.71
59.5,823.056
60,1954.92
60.5,2070.91
61,2046.74
61.5,1440.34
62,1727.18
62.5,1342.63
63,1402.31
63.5,566.232
64,933.411
64.5,192.28
65,8989.94
65.5,0
66,0
66.5,0
67,0
67.5,0
68,0
68.5,0
69,0
69.5,0
70,0
70.5,0
71,0
71.5,0
72,0
72.5,0
73,0
73.5,0
74,0
74.5,0
75,0
75.5,0
76,0
76.5,0
77,0
77.5,0
78,0
78.5,0
79,0
79.5,0
80,6830.01
80.5,13144.1
81,16773.6
81.5,18742.9
82,19584.7
82.5,19509.4
83,18917.8
83.5,18308.5
84,17762.4
84.5,17404.3
85,17540.9
85.5,17947.9
86,18520.9
86.5,19073.5
87,19253.9
87.5,18842.1
88,17377.4
88.5,14825.5
89,9671.72
89.5,0
90,0
90.5,0
91,0
91.5,0
92,0
92.5,0
93,0
93.5,0
94,0
94.5,0
95,0
95.5,0
96,0
96.5,0
97,0
97.5,0
98,0
98.5,0
99,0
99.5,0
100,0
100.5,0
101,0
101.5,0
102,0
102.5,0
103,0
103.5,0
104,6694.35
104.5,12872.8
105,16264.1
105.5,18069.6
106,18775.2
106.5,18577.5
107,17965.5
107.5,17293.1
108,16716.1
108.5,16397.4
109,16468.7
109.5,16873.7
110,17380.6
110.5,17958.1
111,18236.7
111.5,17973.4
112,16764.8
112.5,14506.9
113,9873.48
113.5,0
114,0
114.5,0
115,0
115.5,0
116,0
116.5,0
117,0
117.5,0
118,0
118.5,0
119,0
119.5,0
120,0
120.5,0
121,0
121.5,0
122,0
122.5,0
123,0
123.5,0
124,0
124.5,0
125,0
125.5,0
126,0
126.5,0
127,0
127.5,0
128,857.337
128.5,2569.91
129,4026.72
129.5,2427.06
130,3002.39
130.5,2714.89
131,2633.1
131.5,3710.42
132,1817.13
132.5,1930.18
133,1377.18
133.5,2171.96
134,1508.13
134.5,1403.2
135,515.403
135.5,792.773
136,604.372
136.5,111.07
137,9494.61
137.5,0
138,0
138.5,0
139,0
139.5,0
140,0
140.5,0
141,0
141.5,0
142,0
142.5,0
143,0
143.5,0
144,0
144.5,0
145,0
145.5,0
146,0
146.5,0
147,0
147.5,0
148,0
148.5,0
149,0
149.5,0
150,0
150.5,0
151,0
151.5,0
152,6636.95
152.5,13072.8
153,1388.27
153.5,1976.69
154,2495.43
154.5,2929.11
