Hours since 00:00 Jan 1,30 Minute Data: Array power (DC) (kW)
0,0
0.5,0
1,0
1.5,0
2,0
2.5,0
3,0
3.5,0
4,0
4.5,0
5,0
5.5,0
6,0
6.5,0
7,0
7.5,0
8,67.1209
8.5,354.731
9,443.23
9.5,2872.48
10,2984.25
10.5,4998.55
11,7056.7
11.5,5899.75
12,7436.9
12.5,9219.51
13,6485.22
13.5,4495.4
14,5540.01
14.5,5772.89
15,7704.06
15.5,17188.6
16,2921.98
16.5,3549.87
17,1412.08
17.5,0
18,0
18.5,0
19,0
19.5,0
20,0
20.5,0
21,0
21.5,0
22,0
22.5,0
23,0
23.5,0
24,0
24.5,0
25,0
25.5,0
26,0
26.5,0
27,0
27.5,0
28,0
28.5,0
29,0
29.5,0
30,0
30.5,0
31,0
31.5,0
32,278.499
32.5,1257.18
33,2935.98
33.5,4778.3
34,5670.63
34.5,4760.12
35,7143.07
35.5,8072.69
36,9083.97
36.5,8330.53
37,8481.53
37.5,9259.02
38,9081.51
38.5,8993.05
39,8412.28
39.5,5899.79
40,6122.83
40.5,5030.06
41,2394.04
41.5,0
42,0
42.5,0
43,0
43.5,0
44,0
44.5,0
45,0
45.5,0
46,0
46.5,0
47,0
47.5,0
48,0
48.5,0
49,0
49.5,0
50,0
50.5,0
51,0
51.5,0
52,0
52.5,0
53,0
53.5,0
54,0
54.5,0
55,0
55.5,0
56,2826.36
56.5,5106.52
57,8003.72
57.5,10876.4
58,6696.1
58.5,9379.69
59,3688.13
59.5,1844.32
60,5671.15
60.5,6454.04
61,6107.68
61.5,3844.82
62,3206.33
62.5,2508.64
63,1186.28
63.5,1922.07
64,1176.01
64.5,2236.58
65,10434.1
65.5,0
66,0
66.5,0
67,0
67.5,0
68,0
68.5,0
69,0
69.5,0
70,0
70.5,0
71,0
71.5,0
72,0
72.5,0
73,0
73.5,0
74,0
74.5,0
75,0
75.5,0
76,0
76.5,0
77,0
77.5,0
78,0
78.5,0
79,0
79.5,0
80,33.1724
80.5,684.716
81,1134.18
81.5,514.502
82,1656.1
82.5,3126.54
83,3497.86
83.5,6565.45
84,10402.9
84.5,9097.4
85,3282.36
85.5,1810.82
86,1586.59
86.5,3841.19
87,1119.05
87.5,482.266
88,2430.7
88.5,739.89
89,367.703
89.5,0
90,0
90.5,0
91,0
91.5,0
92,0
92.5,0
93,0
93.5,0
94,0
94.5,0
95,0
95.5,0
96,0
96.5,0
97,0
97.5,0
98,0
98.5,0
99,0
99.5,0
100,0
100.5,0
101,0
101.5,0
102,0
102.5,0
103,0
103.5,0
104,158.554
104.5,461.466
105,3814.38
105.5,4861.65
106,8495.26
106.5,5582.06
107,6654.4
107.5,6647.27
108,7851.95
108.5,8512.06
109,8428.07
109.5,9701.76
110,17118.2
110.5,17664.8
111,17916.3
111.5,17568
112,16531.9
112.5,14530.3
113,10319.1
113.5,0
114,0
114.5,0
115,0
115.5,0
116,0
116.5,0
117,0
117.5,0
118,0
118.5,0
119,0
119.5,0
120,0
120.5,0
121,0
121.5,0
122,0
122.5,0
123,0
123.5,0
124,0
124.5,0
125,0
125.5,0
126,0
126.5,0
127,0
127.5,0
128,7193.14
128.5,13799.3
129,17214.7
129.5,18875.2
130,19624.1
130.5,19585
131,18954.7
131.5,18256.1
132,17670.5
132.5,17383.5
133,17472.7
133.5,17950.4
134,18539.9
134.5,19202.6
135,19553.8
135.5,19196.4
136,17991.1
136.5,15988
137,11455.7
137.5,0
138,0
138.5,0
139,0
139.5,0
140,0
140.5,0
141,0
141.5,0
142,0
142.5,0
143,0
143.5,0
144,0
144.5,0
145,0
145.5,0
146,0
146.5,0
147,0
147.5,0
148,0
148.5,0
149,0
149.5,0
150,0
150.5,0
151,0
151.5,0
152,3930.46
152.5,9139.71
153,11079.3
153.5,14196.2
154,13758.1
154.5,13606.8
