Hours since 00:00 Jan 1,30 Minute Data: Array power (DC) (kW)
0,0
0.5,0
1,0
1.5,0
2,0
2.5,0
3,0
3.5,0
4,0
4.5,0
5,0
5.5,0
6,0
6.5,0
7,0
7.5,0
8,3486.49
8.5,11120.8
9,15364.1
9.5,17379.7
10,18299.7
10.5,18418.1
11,17823.5
11.5,17045.2
12,16319.3
12.5,15912.8
13,15950.1
13.5,16359.9
14,17082.1
14.5,17859.5
15,18321.4
15.5,18119.1
16,17071.8
16.5,15134.9
17,11110.9
17.5,0
18,0
18.5,0
19,0
19.5,0
20,0
20.5,0
21,0
21.5,0
22,0
22.5,0
23,0
23.5,0
24,0
24.5,0
25,0
25.5,0
26,0
26.5,0
27,0
27.5,0
28,0
28.5,0
29,0
29.5,0
30,0
30.5,0
31,0
31.5,0
32,40.3292
32.5,318.808
33,649.405
33.5,1199.72
34,2022.85
34.5,2790.08
35,3973.61
35.5,4208.81
36,5131.14
36.5,6318.94
37,7484.99
37.5,9710.49
38,16725.8
38.5,17482.3
39,17970.7
39.5,17788.7
40,16766.2
40.5,13018.1
41,8846.68
41.5,0
42,0
42.5,0
43,0
43.5,0
44,0
44.5,0
45,0
45.5,0
46,0
46.5,0
47,0
47.5,0
48,0
48.5,0
49,0
49.5,0
50,0
50.5,0
51,0
51.5,0
52,0
52.5,0
53,0
53.5,0
54,0
54.5,0
55,0
55.5,0
56,3289.93
56.5,10913.3
57,1388.35
57.5,2168.3
58,3060.88
58.5,4925.57
59,5436.01
59.5,3834.17
60,4678.91
60.5,8064.78
61,8286.8
61.5,6206.52
62,5994.34
62.5,2442.31
63,2754.2
63.5,4503.03
64,3053.39
64.5,1077.59
65,11716.2
65.5,0
66,0
66.5,0
67,0
67.5,0
68,0
68.5,0
69,0
69.5,0
70,0
70.5,0
71,0
71.5,0
72,0
72.5,0
73,0
73.5,0
74,0
74.5,0
75,0
75.5,0
76,0
76.5,0
77,0
77.5,0
78,0
78.5,0
79,0
79.5,0
80,600.679
80.5,3325.35
81,5185.34
81.5,3808.84
82,4680.27
82.5,2406.06
83,2794.47
83.5,9715.06
84,3731.05
84.5,4758.11
85,7855.51
85.5,9577.44
86,5866.42
86.5,10720.4
87,18366.9
87.5,18234.5
88,17335.8
88.5,15498.7
89,11672.3
89.5,0
90,0
90.5,0
91,0
91.5,0
92,0
92.5,0
93,0
93.5,0
94,0
94.5,0
95,0
95.5,0
96,0
96.5,0
97,0
97.5,0
98,0
98.5,0
99,0
99.5,0
100,0
100.5,0
101,0
101.5,0
102,0
102.5,0
103,0
103.5,0
104,3291.77
104.5,10907
105,15210.1
105.5,17336.9
106,18374.7
106.5,12156.2
107,17930.4
107.5,17053.7
108,16401.3
108.5,15985.6
109,15963.7
109.5,16381.4
110,17027
110.5,17869.5
111,18393
111.5,18268.3
112,17296.6
112.5,15486
113,11697.6
113.5,0
114,0
114.5,0
115,0
115.5,0
116,0
116.5,0
117,0
117.5,0
118,0
118.5,0
119,0
119.5,0
120,0
120.5,0
121,0
121.5,0
122,0
122.5,0
123,0
123.5,0
124,0
124.5,0
125,0
125.5,0
126,0
126.5,0
127,0
127.5,0
128,3256.39
128.5,10912.3
129,15303.1
129.5,17483.1
130,18522.8
130.5,18678.6
131,18091.3
131.5,17186.3
132,16509.3
132.5,16076
133,16062.9
133.5,16458.6
134,17085
134.5,17915.2
135,18421.5
135.5,18266.6
136,17310.8
136.5,15468.8
137,13238.2
137.5,0
138,0
138.5,0
139,0
139.5,0
140,0
140.5,0
141,0
141.5,0
142,0
142.5,0
143,0
143.5,0
144,0
144.5,0
145,0
145.5,0
146,0
146.5,0
147,0
147.5,0
148,0
148.5,0
149,0
149.5,0
150,0
150.5,0
151,0
151.5,0
152,56.2895
152.5,371.955
153,9870.55
153.5,6832.77
154,11863.3
154.5,12474.1
