Hours since 00:00 Jan 1,30 Minute Data: Array power (DC) (kW)
0,0
0.5,0
1,0
1.5,0
2,0
2.5,0
3,0
3.5,0
4,0
4.5,0
5,0
5.5,0
6,0
6.5,0
7,0
7.5,1222.61
8,9416.34
8.5,14553.4
9,17517.4
9.5,19087.1
10,19591.9
10.5,19398.5
11,18838.8
11.5,18274
12,17865
12.5,17691.5
13,17998.2
13.5,18545.2
14,19156.6
14.5,19699.4
15,19837.6
15.5,19065.8
16,17274.7
16.5,14313.6
17,8411.42
17.5,0
18,0
18.5,0
19,0
19.5,0
20,0
20.5,0
21,0
21.5,0
22,0
22.5,0
23,0
23.5,0
24,0
24.5,0
25,0
25.5,0
26,0
26.5,0
27,0
27.5,0
28,0
28.5,0
29,0
29.5,0
30,0
30.5,0
31,0
31.5,1268.5
32,9811.63
32.5,15122.1
33,18149
33.5,19733.3
34,20147.5
34.5,19921.3
35,19303.4
35.5,18705.2
36,18207.5
36.5,18012.3
37,18263.7
37.5,18764.9
38,19339.9
38.5,19907.7
39,17452.6
39.5,17548.9
40,16369.5
40.5,11315.7
41,2919.63
41.5,0
42,0
42.5,0
43,0
43.5,0
44,0
44.5,0
45,0
45.5,0
46,0
46.5,0
47,0
47.5,0
48,0
48.5,0
49,0
49.5,0
50,0
50.5,0
51,0
51.5,0
52,0
52.5,0
53,0
53.5,0
54,0
54.5,0
55,0
55.5,764.545
56,7842.78
56.5,12285.8
57,15046
57.5,15699.3
58,19651.1
58.5,17244.9
59,12857.4
59.5,14310.9
60,14338.7
60.5,17568.3
61,17828.3
61.5,13693
62,15415.3
62.5,16410.7
63,15933.4
63.5,13225.5
64,6637.51
64.5,4495.66
65,8209.73
65.5,0
66,0
66.5,0
67,0
67.5,0
68,0
68.5,0
69,0
69.5,0
70,0
70.5,0
71,0
71.5,0
72,0
72.5,0
73,0
73.5,0
74,0
74.5,0
75,0
75.5,0
76,0
76.5,0
77,0
77.5,0
78,0
78.5,0
79,0
79.5,46.7171
80,581.597
80.5,1543.37
81,1411.98
81.5,2697.47
82,2367.41
82.5,3203.33
83,5202.87
83.5,9862.8
84,9159.01
84.5,9922.9
85,11518.7
85.5,8025.1
86,2979.28
86.5,3813.66
87,5652.48
87.5,1701.2
88,1278.82
88.5,88.7842
89,30.3075
89.5,0
90,0
90.5,0
91,0
91.5,0
92,0
92.5,0
93,0
93.5,0
94,0
94.5,0
95,0
95.5,0
96,0
96.5,0
97,0
97.5,0
98,0
98.5,0
99,0
99.5,0
100,0
100.5,0
101,0
101.5,0
102,0
102.5,0
103,0
103.5,68.6352
104,1795.3
104.5,6616.88
105,3936.36
105.5,16724.3
106,17325.3
106.5,17170.4
107,7098.81
107.5,16243.1
108,11002.7
108.5,1598.32
109,4075.99
109.5,11967.7
110,5286.46
110.5,5649.71
111,3411.4
111.5,2591.38
112,659.588
112.5,12223.8
113,7104.05
113.5,0
114,0
114.5,0
115,0
115.5,0
116,0
116.5,0
117,0
117.5,0
118,0
118.5,0
119,0
119.5,0
120,0
120.5,0
121,0
121.5,0
122,0
122.5,0
123,0
123.5,0
124,0
124.5,0
125,0
125.5,0
126,0
126.5,0
127,0
127.5,855.76
128,8090.84
128.5,12794.9
129,15581.2
129.5,17090
130,17651
130.5,17458.7
131,9906.69
131.5,10174
132,16041.3
132.5,9412.12
133,9374.41
133.5,8389.38
134,17050.6
134.5,17480.2
135,17583.3
135.5,16858.7
136,15224.8
136.5,104.065
137,7375.52
137.5,0
138,0
138.5,0
139,0
139.5,0
140,0
140.5,0
141,0
141.5,0
142,0
142.5,0
143,0
143.5,0
144,0
144.5,0
145,0
145.5,0
146,0
146.5,0
147,0
147.5,0
148,0
148.5,0
149,0
149.5,0
150,0
150.5,0
151,0
151.5,42.4008
152,675.917
152.5,1624.76
153,4497.62
153.5,3302.4
