Hours since 00:00 Jan 1,30 Minute Data: Array power (DC) (kW)
0,0
0.5,0
1,0
1.5,0
2,0
2.5,0
3,0
3.5,0
4,0
4.5,0
5,0
5.5,0
6,0
6.5,0
7,0
7.5,998.472
8,8525.15
8.5,13384.9
9,16274.4
9.5,17821
10,18425.5
10.5,18190.4
11,17678.8
11.5,17187.4
12,16764.9
12.5,16624.4
13,16941.7
13.5,17415.3
14,17962.7
14.5,18424.4
15,18488.7
15.5,17668.7
16,15871.1
16.5,12867.4
17,7176.15
17.5,0
18,0
18.5,0
19,0
19.5,0
20,0
20.5,0
21,0
21.5,0
22,0
22.5,0
23,0
23.5,0
24,0
24.5,0
25,0
25.5,0
26,0
26.5,0
27,0
27.5,0
28,0
28.5,0
29,0
29.5,0
30,0
30.5,0
31,0
31.5,1072.83
32,8996.16
32.5,14068.4
33,16967.8
33.5,18510.1
34,19056.6
34.5,18737.5
35,18163.8
35.5,17591.1
36,17129.4
36.5,16904.8
37,17150
37.5,17573.2
38,18069.8
38.5,18504.5
39,18554.7
39.5,17717.3
40,15952.4
40.5,13000
41,7407.92
41.5,0
42,0
42.5,0
43,0
43.5,0
44,0
44.5,0
45,0
45.5,0
46,0
46.5,0
47,0
47.5,0
48,0
48.5,0
49,0
49.5,0
50,0
50.5,0
51,0
51.5,0
52,0
52.5,0
53,0
53.5,0
54,0
54.5,0
55,0
55.5,370.375
56,4693.45
56.5,13437.7
57,16225
57.5,17666.1
58,12323.2
58.5,17852.6
59,17304.7
59.5,16712.5
60,16261.9
60.5,16038.5
61,16213.9
61.5,16590.1
62,17029
62.5,2072.45
63,2886.57
63.5,2353.35
64,1209.44
64.5,864.922
65,363.264
65.5,0
66,0
66.5,0
67,0
67.5,0
68,0
68.5,0
69,0
69.5,0
70,0
70.5,0
71,0
71.5,0
72,0
72.5,0
73,0
73.5,0
74,0
74.5,0
75,0
75.5,0
76,0
76.5,0
77,0
77.5,0
78,0
78.5,0
79,0
79.5,33.0811
80,491.614
80.5,1710.99
81,3887.86
81.5,4824.29
82,5559.08
82.5,6306.26
83,6862.79
83.5,7255.16
84,7338.17
84.5,7405.71
85,3737.14
85.5,3492.74
86,6633.49
86.5,3601.26
87,10597.3
87.5,1588.37
88,4436.03
88.5,896.912
89,377.613
89.5,0
90,0
90.5,0
91,0
91.5,0
92,0
92.5,0
93,0
93.5,0
94,0
94.5,0
95,0
95.5,0
96,0
96.5,0
97,0
97.5,0
98,0
98.5,0
99,0
99.5,0
100,0
100.5,0
101,0
101.5,0
102,0
102.5,0
103,0
103.5,814.459
104,7864.02
104.5,12440.3
105,15183
105.5,16641.3
106,17188.2
106.5,17017.1
107,16553.3
107.5,16111.2
108,15766.2
108.5,15634.1
109,12416.2
109.5,14785.1
110,13162.6
110.5,16405.6
111,16445.7
111.5,15476.1
112,13278.3
112.5,10257.1
113,6156.63
113.5,0
114,0
114.5,0
115,0
115.5,0
116,0
116.5,0
117,0
117.5,0
118,0
118.5,0
119,0
119.5,0
120,0
120.5,0
121,0
121.5,0
122,0
122.5,0
123,0
123.5,0
124,0
124.5,0
125,0
125.5,0
126,0
126.5,0
127,0
127.5,1079.28
128,9295.66
128.5,14422.9
129,17214.4
129.5,18582.2
130,18892.7
130.5,14604.1
131,18162.5
131.5,17645.6
132,17233.3
132.5,17052.5
133,17296.1
133.5,17738.6
134,18284.8
134.5,16286.1
135,18972
135.5,18347.2
136,16786.7
136.5,12781.8
137,6991.9
137.5,0
138,0
138.5,0
139,0
139.5,0
140,0
140.5,0
141,0
141.5,0
142,0
142.5,0
143,0
143.5,0
144,0
144.5,0
145,0
145.5,0
146,0
146.5,0
147,0
147.5,0
148,0
148.5,0
149,0
149.5,0
150,0
150.5,0
151,0
151.5,379.865
152,4785.37
152.5,8007.91
153,7304.91
153.5,13950.9
