Hours since 00:00 Jan 1,30 Minute Data: Array power (DC) (kW)
0,0
0.5,0
1,0
1.5,0
2,0
2.5,0
3,0
3.5,0
4,0
4.5,0
5,0
5.5,0
6,0
6.5,0
7,0
7.5,1369.54
8,9885.84
8.5,14988.5
9,17778.4
9.5,19097.2
10,19593.8
10.5,19297.1
11,18631.4
11.5,18023.9
12,17535.6
12.5,17322.6
13,17592.3
13.5,18061
14,18635.2
14.5,19210.5
15,19261.6
15.5,18590.1
16,17138.8
16.5,14466.4
17,8482.38
17.5,0
18,0
18.5,0
19,0
19.5,0
20,0
20.5,0
21,0
21.5,0
22,0
22.5,0
23,0
23.5,0
24,0
24.5,0
25,0
25.5,0
26,0
26.5,0
27,0
27.5,0
28,0
28.5,0
29,0
29.5,0
30,0
30.5,0
31,0
31.5,1144.02
32,9170.6
32.5,14135.7
33,16877.6
33.5,18256.1
34,18614.1
34.5,18359.2
35,17786.1
35.5,17219.3
36,16793.4
36.5,16584.4
37,16816.9
37.5,17253.8
38,17750.9
38.5,18245.3
39,18328.1
39.5,17601.7
40,15948.1
40.5,13153
41,7645.05
41.5,0
42,0
42.5,0
43,0
43.5,0
44,0
44.5,0
45,0
45.5,0
46,0
46.5,0
47,0
47.5,0
48,0
48.5,0
49,0
49.5,0
50,0
50.5,0
51,0
51.5,0
52,0
52.5,0
53,0
53.5,0
54,0
54.5,0
55,0
55.5,649.842
56,6787.44
56.5,1216.99
57,293.317
57.5,3901.95
58,2835.68
58.5,6327.66
59,1149.18
59.5,4677.69
60,339.374
60.5,1562.95
61,4347.81
61.5,531.102
62,6167.98
62.5,1219.11
63,1860.03
63.5,726.981
64,189.717
64.5,744.408
65,307.327
65.5,0
66,0
66.5,0
67,0
67.5,0
68,0
68.5,0
69,0
69.5,0
70,0
70.5,0
71,0
71.5,0
72,0
72.5,0
73,0
73.5,0
74,0
74.5,0
75,0
75.5,0
76,0
76.5,0
77,0
77.5,0
78,0
78.5,0
79,0
79.5,57.2043
80,721.288
80.5,4476.13
81,248.286
81.5,955.773
82,450.123
82.5,1081.37
83,2146.94
83.5,720.242
84,1381.12
84.5,4060.26
85,6862.34
85.5,5009.64
86,3203.09
86.5,6827.47
87,5682.15
87.5,1417.51
88,2852.28
88.5,89.4859
89,31.1809
89.5,0
90,0
90.5,0
91,0
91.5,0
92,0
92.5,0
93,0
93.5,0
94,0
94.5,0
95,0
95.5,0
96,0
96.5,0
97,0
97.5,0
98,0
98.5,0
99,0
99.5,0
100,0
100.5,0
101,0
101.5,0
102,0
102.5,0
103,0
103.5,942.9
104,8539.35
104.5,13468.3
105,16332.6
105.5,17857.5
106,18378
106.5,18205.4
107,17731.3
107.5,17151.3
108,16714.5
108.5,16479.7
109,16669.9
109.5,17082.2
110,17559.3
110.5,18003
111,18014.8
111.5,17474.5
112,15900.1
112.5,13237.8
113,8052.85
113.5,0
114,0
114.5,0
115,0
115.5,0
116,0
116.5,0
117,0
117.5,0
118,0
118.5,0
119,0
119.5,0
120,0
120.5,0
121,0
121.5,0
122,0
122.5,0
123,0
123.5,0
124,0
124.5,0
125,0
125.5,0
126,0
126.5,0
127,0
127.5,862.923
128,8188.17
128.5,3432.09
129,4748.54
129.5,5817.07
130,3232.64
130.5,3794.63
131,3297.82
131.5,2386.79
132,4437.46
132.5,2988.42
133,2838.43
133.5,1273.91
134,1956.27
134.5,1965.97
135,1178.4
135.5,3052.29
136,14922.2
136.5,12225.7
137,7246.94
137.5,0
138,0
138.5,0
139,0
139.5,0
140,0
140.5,0
141,0
141.5,0
142,0
142.5,0
143,0
143.5,0
144,0
144.5,0
145,0
145.5,0
146,0
146.5,0
147,0
147.5,0
148,0
148.5,0
149,0
149.5,0
150,0
150.5,0
151,0
151.5,847.99
152,8219.92
152.5,13037.5
153,5056.98
153.5,6133.15
