Hours since 00:00 Jan 1,30 Minute Data: Array power (DC) (kW)
0,0
0.5,0
1,0
1.5,0
2,0
2.5,0
3,0
3.5,0
4,0
4.5,0
5,0
5.5,0
6,0
6.5,0
7,0
7.5,0
8,6813.97
8.5,12686.2
9,15770.6
9.5,17419.8
10,17955.2
10.5,17888.7
11,17311.7
11.5,7071.2
12,6388.96
12.5,6482.7
13,5442.1
13.5,7664.74
14,6111.53
14.5,6555.69
15,17787.5
15.5,17318.1
16,16151.5
16.5,13960.9
17,9385.96
17.5,0
18,0
18.5,0
19,0
19.5,0
20,0
20.5,0
21,0
21.5,0
22,0
22.5,0
23,0
23.5,0
24,0
24.5,0
25,0
25.5,0
26,0
26.5,0
27,0
27.5,0
28,0
28.5,0
29,0
29.5,0
30,0
30.5,0
31,0
31.5,0
32,6682.3
32.5,12626.6
33,4095.59
33.5,4033.62
34,3255.36
34.5,3747.02
35,3728.65
35.5,4371.59
36,3431.66
36.5,4685.66
37,4595.56
37.5,5414.01
38,4898.35
38.5,7438.49
39,6863.4
39.5,5560.57
40,3750.88
40.5,10517.5
41,6813.73
41.5,0
42,0
42.5,0
43,0
43.5,0
44,0
44.5,0
45,0
45.5,0
46,0
46.5,0
47,0
47.5,0
48,0
48.5,0
49,0
49.5,0
50,0
50.5,0
51,0
51.5,0
52,0
52.5,0
53,0
53.5,0
54,0
54.5,0
55,0
55.5,0
56,6204.88
56.5,11883.7
57,3162.24
57.5,16747.7
58,17419.4
58.5,17388.2
59,16841
59.5,16278
60,15810.2
60.5,15502.2
61,15652.8
61.5,16075.1
62,16581.9
62.5,17130.8
63,17365.6
63.5,16928.5
64,15815
64.5,13684.6
65,9328.16
65.5,0
66,0
66.5,0
67,0
67.5,0
68,0
68.5,0
69,0
69.5,0
70,0
70.5,0
71,0
71.5,0
72,0
72.5,0
73,0
73.5,0
74,0
74.5,0
75,0
75.5,0
76,0
76.5,0
77,0
77.5,0
78,0
78.5,0
79,0
79.5,0
80,356.083
80.5,926
81,3537.41
81.5,1347.37
82,1427.95
82.5,6413.29
83,2481.87
83.5,5425.91
84,2306.26
84.5,3384.71
85,3327.31
85.5,3113.18
86,5025.5
86.5,4395.9
87,3780.24
87.5,8301.18
88,4040.21
88.5,14344.4
89,9752.2
89.5,0
90,0
90.5,0
91,0
91.5,0
92,0
92.5,0
93,0
93.5,0
94,0
94.5,0
95,0
95.5,0
96,0
96.5,0
97,0
97.5,0
98,0
98.5,0
99,0
99.5,0
100,0
100.5,0
101,0
101.5,0
102,0
102.5,0
103,0
103.5,0
104,50.6418
104.5,74.8398
105,409.13
105.5,1720.93
106,2182.81
106.5,1937.58
107,1477.94
107.5,2103.44
108,1870.75
108.5,2968.94
109,3602.2
109.5,3377.08
110,3047.25
110.5,2615.92
111,2017.56
111.5,1627.31
112,1222.98
112.5,1041.63
113,520.062
113.5,0
114,0
114.5,0
115,0
115.5,0
116,0
116.5,0
117,0
117.5,0
118,0
118.5,0
119,0
119.5,0
120,0
120.5,0
121,0
121.5,0
122,0
122.5,0
123,0
123.5,0
124,0
124.5,0
125,0
125.5,0
126,0
126.5,0
127,0
127.5,0
128,49.7959
128.5,253.129
129,485.199
129.5,1707.49
130,11754.7
130.5,12127.7
131,12085.9
131.5,12188.6
132,16993.8
132.5,16749.6
133,16892.5
133.5,17357.7
134,17927
134.5,18541.5
135,18840.4
135.5,5513.12
136,3254.17
136.5,15208.5
137,10801.7
137.5,0
138,0
138.5,0
139,0
139.5,0
140,0
140.5,0
141,0
141.5,0
142,0
142.5,0
143,0
143.5,0
144,0
144.5,0
145,0
145.5,0
146,0
146.5,0
147,0
147.5,0
148,0
148.5,0
149,0
149.5,0
150,0
150.5,0
151,0
151.5,0
152,7316.23
152.5,13968.8
153,11430
153.5,13274
154,19512.4
154.5,19398.2
155,18676.9
