Hours since 00:00 Jan 1,30 Minute Data: Array power (DC) (kW)
0,0
0.5,0
1,0
1.5,0
2,0
2.5,0
3,0
3.5,0
4,0
4.5,0
5,0
5.5,0
6,0
6.5,0
7,0
7.5,0
8,6755.08
8.5,13264.6
9,16660.1
9.5,18357.8
10,19150.9
10.5,19136
11,18545.8
11.5,17920.6
12,17363.6
12.5,17025.9
13,17105.4
13.5,17409.6
14,17967.1
14.5,18539.4
15,18857
15.5,18516
16,17409.6
16.5,15491.3
17,12694.4
17.5,0
18,0
18.5,0
19,0
19.5,0
20,0
20.5,0
21,0
21.5,0
22,0
22.5,0
23,0
23.5,0
24,0
24.5,0
25,0
25.5,0
26,0
26.5,0
27,0
27.5,0
28,0
28.5,0
29,0
29.5,0
30,0
30.5,0
31,0
31.5,0
32,6777.39
32.5,13286.6
33,16599.8
33.5,18219.1
34,18905.9
34.5,18854.2
35,18264.9
35.5,17643.6
36,17047
36.5,16747.1
37,16803.1
37.5,17110.6
38,17649.9
38.5,18192.3
39,18535.3
39.5,18264.8
40,17240.2
40.5,15421.1
41,12635.7
41.5,0
42,0
42.5,0
43,0
43.5,0
44,0
44.5,0
45,0
45.5,0
46,0
46.5,0
47,0
47.5,0
48,0
48.5,0
49,0
49.5,0
50,0
50.5,0
51,0
51.5,0
52,0
52.5,0
53,0
53.5,0
54,0
54.5,0
55,0
55.5,0
56,84.3578
56.5,272.846
57,482.659
57.5,989.36
58,1625.27
58.5,2111.82
59,3111.58
59.5,3429.84
60,2899.19
60.5,3437
61,4631.12
61.5,4576.2
62,3134.52
62.5,3796.44
63,2504.33
63.5,2025.28
64,1161.58
64.5,738.973
65,379.316
65.5,0
66,0
66.5,0
67,0
67.5,0
68,0
68.5,0
69,0
69.5,0
70,0
70.5,0
71,0
71.5,0
72,0
72.5,0
73,0
73.5,0
74,0
74.5,0
75,0
75.5,0
76,0
76.5,0
77,0
77.5,0
78,0
78.5,0
79,0
79.5,0
80,295.697
80.5,957.628
81,577.867
81.5,787.07
82,1272.21
82.5,1244.25
83,2379.59
83.5,3387.18
84,3454.58
84.5,4706.5
85,1592.67
85.5,3473.05
86,3964.34
86.5,2161.43
87,4398.49
87.5,1600.33
88,1675.46
88.5,14342.3
89,11462.7
89.5,0
90,0
90.5,0
91,0
91.5,0
92,0
92.5,0
93,0
93.5,0
94,0
94.5,0
95,0
95.5,0
96,0
96.5,0
97,0
97.5,0
98,0
98.5,0
99,0
99.5,0
100,0
100.5,0
101,0
101.5,0
102,0
102.5,0
103,0
103.5,0
104,6021.97
104.5,5923.88
105,15706.2
105.5,17487.3
106,18405.1
106.5,18522.7
107,14330.3
107.5,14992.4
108,15079.4
108.5,10556.8
109,13565.4
109.5,12370
110,12991.5
110.5,14205
111,13657.9
111.5,3861.53
112,4891.2
112.5,5206.39
113,3440.26
113.5,0
114,0
114.5,0
115,0
115.5,0
116,0
116.5,0
117,0
117.5,0
118,0
118.5,0
119,0
119.5,0
120,0
120.5,0
121,0
121.5,0
122,0
122.5,0
123,0
123.5,0
124,0
124.5,0
125,0
125.5,0
126,0
126.5,0
127,0
127.5,0
128,2601.83
128.5,9680.88
129,8853.06
129.5,15734.5
130,19243.6
130.5,19123.8
131,18457.2
131.5,17716.4
132,12874.2
132.5,12841.8
133,16792.3
133.5,13298.5
134,13641
134.5,15734.1
135,18653.1
135.5,15411.8
136,12122.3
136.5,10299.8
137,7796.22
137.5,0
138,0
138.5,0
139,0
139.5,0
140,0
140.5,0
141,0
141.5,0
142,0
142.5,0
143,0
143.5,0
144,0
144.5,0
145,0
145.5,0
146,0
146.5,0
147,0
147.5,0
148,0
148.5,0
149,0
149.5,0
150,0
150.5,0
151,0
151.5,0
152,2054.99
152.5,4764.75
153,2310.69
153.5,5914
154,10322.1
154.5,6961.62
155,7787.5
