Hours since 00:00 Jan 1,30 Minute Data: Array power (DC) (kW)
0,0
0.5,0
1,0
1.5,0
2,0
2.5,0
3,0
3.5,0
4,0
4.5,0
5,0
5.5,0
6,0
6.5,0
7,0
7.5,0
8,6232.47
8.5,12238
9,3406.66
9.5,1235.15
10,1498.61
10.5,1766.89
11,3582.45
11.5,4030.22
12,5134.3
12.5,7501.41
13,7455.91
13.5,16502.6
14,17000.4
14.5,17503.7
15,17766.5
15.5,17412.5
16,16360.5
16.5,14332.3
17,11430.9
17.5,0
18,0
18.5,0
19,0
19.5,0
20,0
20.5,0
21,0
21.5,0
22,0
22.5,0
23,0
23.5,0
24,0
24.5,0
25,0
25.5,0
26,0
26.5,0
27,0
27.5,0
28,0
28.5,0
29,0
29.5,0
30,0
30.5,0
31,0
31.5,0
32,6231.11
32.5,629.643
33,1423.29
33.5,2581.63
34,2140.65
34.5,2494.5
35,2962.22
35.5,6773.72
36,7058.44
36.5,7160.42
37,10654.4
37.5,10537.6
38,7488.88
38.5,9123.53
39,4997.9
39.5,11095.8
40,16382.9
40.5,6686.16
41,4594.25
41.5,0
42,0
42.5,0
43,0
43.5,0
44,0
44.5,0
45,0
45.5,0
46,0
46.5,0
47,0
47.5,0
48,0
48.5,0
49,0
49.5,0
50,0
50.5,0
51,0
51.5,0
52,0
52.5,0
53,0
53.5,0
54,0
54.5,0
55,0
55.5,0
56,5907.84
56.5,11906.4
57,15167.7
57.5,16951.9
58,17649.1
58.5,17662.8
59,17151.8
59.5,16604.4
60,16117
60.5,15827.7
61,15912.1
61.5,16271.7
62,16744.9
62.5,17287.1
63,17605.1
63.5,17319.9
64,16379.2
64.5,14473.1
65,11640.7
65.5,0
66,0
66.5,0
67,0
67.5,0
68,0
68.5,0
69,0
69.5,0
70,0
70.5,0
71,0
71.5,0
72,0
72.5,0
73,0
73.5,0
74,0
74.5,0
75,0
75.5,0
76,0
76.5,0
77,0
77.5,0
78,0
78.5,0
79,0
79.5,0
80,401.85
80.5,1359.08
81,166.144
81.5,444.091
82,3040.27
82.5,4071.2
83,4705.92
83.5,1598.93
84,1759.38
84.5,7687.13
85,7659.28
85.5,7440.24
86,2238.36
86.5,1923.16
87,8757.33
87.5,8115.85
88,1039.33
88.5,148.373
89,11715.5
89.5,0
90,0
90.5,0
91,0
91.5,0
92,0
92.5,0
93,0
93.5,0
94,0
94.5,0
95,0
95.5,0
96,0
96.5,0
97,0
97.5,0
98,0
98.5,0
99,0
99.5,0
100,0
100.5,0
101,0
101.5,0
102,0
102.5,0
103,0
103.5,0
104,248.357
104.5,316.313
105,1396.91
105.5,1075.29
106,1422.69
106.5,1436.49
107,1920.14
107.5,2513.14
108,3607.04
108.5,3752.55
109,2068.95
109.5,1937.27
110,1736.97
110.5,1509.71
111,3589.15
111.5,3023.69
112,2359.52
112.5,1769.53
113,925.644
113.5,0
114,0
114.5,0
115,0
115.5,0
116,0
116.5,0
117,0
117.5,0
118,0
118.5,0
119,0
119.5,0
120,0
120.5,0
121,0
121.5,0
122,0
122.5,0
123,0
123.5,0
124,0
124.5,0
125,0
125.5,0
126,0
126.5,0
127,0
127.5,0
128,66.1072
128.5,417.723
129,73.775
129.5,3123.24
130,5027.7
130.5,5526.78
131,11988.7
131.5,17952.8
132,17478.2
132.5,17173.7
133,17241.9
133.5,17603.1
134,18100
134.5,18602.7
135,18890.2
135.5,18624.6
136,17415.8
136.5,15276.2
137,12095.5
137.5,0
138,0
138.5,0
139,0
139.5,0
140,0
140.5,0
141,0
141.5,0
142,0
142.5,0
143,0
143.5,0
144,0
144.5,0
145,0
145.5,0
146,0
146.5,0
147,0
147.5,0
148,0
148.5,0
149,0
149.5,0
150,0
150.5,0
151,0
151.5,0
152,6478.31
152.5,13132.8
153,16715.7
153.5,18612.2
154,19286.5
154.5,19364.9
