Hours since 00:00 Jan 1,30 Minute Data: Array power (DC) (kW)
0,0
0.5,0
1,0
1.5,0
2,0
2.5,0
3,0
3.5,0
4,0
4.5,0
5,0
5.5,0
6,0
6.5,0
7,0
7.5,0
8,6989.08
8.5,13699
9,17155.8
9.5,18819.1
10,19559.5
10.5,19464
11,18813.8
11.5,18124
12,17489.6
12.5,17164.7
13,17171.8
13.5,17544.4
14,18028.3
14.5,18620.3
15,18970.4
15.5,18711.2
16,17651.5
16.5,15829.3
17,13022.7
17.5,0
18,0
18.5,0
19,0
19.5,0
20,0
20.5,0
21,0
21.5,0
22,0
22.5,0
23,0
23.5,0
24,0
24.5,0
25,0
25.5,0
26,0
26.5,0
27,0
27.5,0
28,0
28.5,0
29,0
29.5,0
30,0
30.5,0
31,0
31.5,0
32,6804
32.5,13265.3
33,16664.2
33.5,7540.72
34,8394.31
34.5,8992.49
35,9396.64
35.5,12557.8
36,12529.9
36.5,10326.6
37,16918.6
37.5,17285.2
38,9039.32
38.5,9287.79
39,2318.92
39.5,1906.84
40,1536.64
40.5,1307.96
41,12172.5
41.5,0
42,0
42.5,0
43,0
43.5,0
44,0
44.5,0
45,0
45.5,0
46,0
46.5,0
47,0
47.5,0
48,0
48.5,0
49,0
49.5,0
50,0
50.5,0
51,0
51.5,0
52,0
52.5,0
53,0
53.5,0
54,0
54.5,0
55,0
55.5,0
56,48.8812
56.5,131.139
57,212.505
57.5,151.273
58,392.424
58.5,188.571
59,1352.48
59.5,4003.18
60,4070.96
60.5,3343.84
61,2913.53
61.5,4686.08
62,2077.05
62.5,2764.04
63,1670.98
63.5,899.345
64,2977.88
64.5,3644.3
65,1559.85
65.5,0
66,0
66.5,0
67,0
67.5,0
68,0
68.5,0
69,0
69.5,0
70,0
70.5,0
71,0
71.5,0
72,0
72.5,0
73,0
73.5,0
74,0
74.5,0
75,0
75.5,0
76,0
76.5,0
77,0
77.5,0
78,0
78.5,0
79,0
79.5,0
80,6257.31
80.5,8681.6
81,10809.9
81.5,1970.28
82,18512.7
82.5,18700.6
83,18266.6
83.5,17699.2
84,17221
84.5,16908.8
85,16990.5
85.5,17339.8
86,17867.7
86.5,18407.9
87,18731.6
87.5,18342
88,17282.6
88.5,15195.8
89,12057.2
89.5,0
90,0
90.5,0
91,0
91.5,0
92,0
92.5,0
93,0
93.5,0
94,0
94.5,0
95,0
95.5,0
96,0
96.5,0
97,0
97.5,0
98,0
98.5,0
99,0
99.5,0
100,0
100.5,0
101,0
101.5,0
102,0
102.5,0
103,0
103.5,0
104,6611.42
104.5,4040.02
105,6151.66
105.5,8449.57
106,10753.2
106.5,18906.5
107,18265.4
107.5,17629.2
108,17075
108.5,16798.1
109,16850.7
109.5,17172.6
110,17732.3
110.5,18301.5
111,18658.1
111.5,18394.5
112,17356.4
112.5,15566.5
113,12623.5
113.5,0
114,0
114.5,0
115,0
115.5,0
116,0
116.5,0
117,0
117.5,0
118,0
118.5,0
119,0
119.5,0
120,0
120.5,0
121,0
121.5,0
122,0
122.5,0
123,0
123.5,0
124,0
124.5,0
125,0
125.5,0
126,0
126.5,0
127,0
127.5,0
128,6199.06
128.5,12608.7
129,16149.8
129.5,1148.45
130,1447.98
130.5,1701.78
131,1477.39
131.5,1914.63
132,1708.06
132.5,2411.52
133,2369.33
133.5,3622.74
134,2406.86
134.5,1733.39
135,703.317
135.5,1484.21
136,374.351
136.5,947.582
137,510.981
137.5,0
138,0
138.5,0
139,0
139.5,0
140,0
140.5,0
141,0
141.5,0
142,0
142.5,0
143,0
143.5,0
144,0
144.5,0
145,0
145.5,0
146,0
146.5,0
147,0
147.5,0
148,0
148.5,0
149,0
149.5,0
150,0
150.5,0
151,0
151.5,0
152,6458.64
152.5,13050.2
153,16515.5
153.5,18317.6
154,19165.9
154.5,19260
155,18756.4
