Hours since 00:00 Jan 1,30 Minute Data: Array power (DC) (kW)
0,0
0.5,0
1,0
1.5,0
2,0
2.5,0
3,0
3.5,0
4,0
4.5,0
5,0
5.5,0
6,0
6.5,0
7,0
7.5,0
8,3558.06
8.5,7762.71
9,15586.2
9.5,17696.6
10,18651.8
10.5,18716.3
11,18044.6
11.5,17222
12,16449.8
12.5,16038.6
13,16079.6
13.5,16543.4
14,17272.2
14.5,18091.2
15,18628.9
15.5,18463
16,17437.1
16.5,15460.1
17,11281.8
17.5,0
18,0
18.5,0
19,0
19.5,0
20,0
20.5,0
21,0
21.5,0
22,0
22.5,0
23,0
23.5,0
24,0
24.5,0
25,0
25.5,0
26,0
26.5,0
27,0
27.5,0
28,0
28.5,0
29,0
29.5,0
30,0
30.5,0
31,0
31.5,0
32,3378.34
32.5,8273.46
33,15243.9
33.5,17308.6
34,18254.5
34.5,18316.3
35,17672.1
35.5,16893.8
36,16167.6
36.5,15765.3
37,15793.7
37.5,16204.3
38,16933.8
38.5,17709.6
39,18223.9
39.5,18054.6
40,17083.7
40.5,15170.1
41,11215
41.5,0
42,0
42.5,0
43,0
43.5,0
44,0
44.5,0
45,0
45.5,0
46,0
46.5,0
47,0
47.5,0
48,0
48.5,0
49,0
49.5,0
50,0
50.5,0
51,0
51.5,0
52,0
52.5,0
53,0
53.5,0
54,0
54.5,0
55,0
55.5,0
56,3387
56.5,7910.72
57,15455.1
57.5,17571.4
58,18555
58.5,18651.8
59,17996.3
59.5,17176.4
60,16394.6
60.5,15961.8
61,15972.2
61.5,16392.9
62,17092.3
62.5,17890.9
63,18388.5
63.5,18223.5
64,17210.2
64.5,15233.5
65,11192.4
65.5,0
66,0
66.5,0
67,0
67.5,0
68,0
68.5,0
69,0
69.5,0
70,0
70.5,0
71,0
71.5,0
72,0
72.5,0
73,0
73.5,0
74,0
74.5,0
75,0
75.5,0
76,0
76.5,0
77,0
77.5,0
78,0
78.5,0
79,0
79.5,0
80,540.833
80.5,3080.96
81,1534.21
81.5,6918.28
82,11325.9
82.5,10504.4
83,11958.8
83.5,12415.1
84,12067.2
84.5,15807.4
85,15813.6
85.5,16228.4
86,16972
86.5,17774.6
87,18337.1
87.5,18182.8
88,17257.5
88.5,15362.3
89,11475.7
89.5,0
90,0
90.5,0
91,0
91.5,0
92,0
92.5,0
93,0
93.5,0
94,0
94.5,0
95,0
95.5,0
96,0
96.5,0
97,0
97.5,0
98,0
98.5,0
99,0
99.5,0
100,0
100.5,0
101,0
101.5,0
102,0
102.5,0
103,0
103.5,0
104,3367
104.5,7855.68
105,15415.7
105.5,17512
106,18450.9
106.5,18575.4
107,17958.9
107.5,17146.8
108,16411.8
108.5,15982
109,15953.3
109.5,16371.3
110,17092.4
110.5,17880.1
111,18414.4
111.5,18314.8
112,17379.6
112.5,15598.9
113,11792.1
113.5,0
114,0
114.5,0
115,0
115.5,0
116,0
116.5,0
117,0
117.5,0
118,0
118.5,0
119,0
119.5,0
120,0
120.5,0
121,0
121.5,0
122,0
122.5,0
123,0
123.5,0
124,0
124.5,0
125,0
125.5,0
126,0
126.5,0
127,0
127.5,0
128,1918.79
128.5,7369.59
129,9391.64
129.5,17597
130,18588.7
130.5,18699.8
131,18032.2
131.5,17169
132,16394.7
132.5,15950.8
133,15929.2
133.5,16297.7
134,16920.8
134.5,17771.9
135,18285.1
135.5,18158.4
136,17236.5
136.5,15398.3
137,11559.4
137.5,0
138,0
138.5,0
139,0
139.5,0
140,0
140.5,0
141,0
141.5,0
142,0
142.5,0
143,0
143.5,0
144,0
144.5,0
145,0
145.5,0
146,0
146.5,0
147,0
147.5,0
148,0
148.5,0
149,0
149.5,0
150,0
150.5,0
151,0
151.5,0
152,3222.33
152.5,7763.94
153,15217.9
153.5,17390.9
154,18416.9
154.5,18516.3
155,17892.3
