Hours since 00:00 Jan 1,30 Minute Data: Array power (DC) (kW)
0,0
0.5,0
1,0
1.5,0
2,0
2.5,0
3,0
3.5,0
4,0
4.5,0
5,0
5.5,0
6,0
6.5,0
7,0
7.5,0
8,0
8.5,7944.1
9,10631.2
9.5,13696.4
10,15434.4
10.5,16657.5
11,16403
11.5,18891
12,18144.5
12.5,15967.5
13,17256
13.5,13909.4
14,17191.4
14.5,15343.5
15,18624.7
15.5,19159.3
16,9158.3
16.5,10512.5
17,2867.27
17.5,1129.88
18,0
18.5,0
19,0
19.5,0
20,0
20.5,0
21,0
21.5,0
22,0
22.5,0
23,0
23.5,0
24,0
24.5,0
25,0
25.5,0
26,0
26.5,0
27,0
27.5,0
28,0
28.5,0
29,0
29.5,0
30,0
30.5,0
31,0
31.5,0
32,0
32.5,6970.28
33,15328.2
33.5,17973
34,13838.1
34.5,14720.6
35,16318.7
35.5,18040
36,17347.5
36.5,16850.6
37,16624.7
37.5,16889.4
38,17399.8
38.5,18144.4
39,18938.7
39.5,19360.6
40,19120
40.5,18152.7
41,16362.4
41.5,12823.7
42,0
42.5,0
43,0
43.5,0
44,0
44.5,0
45,0
45.5,0
46,0
46.5,0
47,0
47.5,0
48,0
48.5,0
49,0
49.5,0
50,0
50.5,0
51,0
51.5,0
52,0
52.5,0
53,0
53.5,0
54,0
54.5,0
55,0
55.5,0
56,0
56.5,151.858
57,368.313
57.5,608.554
58,282.435
58.5,364.551
59,1794.72
59.5,550.254
60,1389.41
60.5,4879.32
61,992.49
61.5,2548.53
62,3077.82
62.5,1861.06
63,2902.98
63.5,1440.31
64,3800.66
64.5,740.029
65,2727.02
65.5,1109.01
66,0
66.5,0
67,0
67.5,0
68,0
68.5,0
69,0
69.5,0
70,0
70.5,0
71,0
71.5,0
72,0
72.5,0
73,0
73.5,0
74,0
74.5,0
75,0
75.5,0
76,0
76.5,0
77,0
77.5,0
78,0
78.5,0
79,0
79.5,0
80,0
80.5,10046.3
81,7140.41
81.5,8978.92
82,10133
82.5,10823.9
83,1898.35
83.5,2226.31
84,3796.36
84.5,4903.01
85,4925.37
85.5,3946.61
86,3830.99
86.5,2861.62
87,5801.95
87.5,3992.39
88,2472.64
88.5,18411.6
89,6120.09
89.5,1924.69
90,0
90.5,0
91,0
91.5,0
92,0
92.5,0
93,0
93.5,0
94,0
94.5,0
95,0
95.5,0
96,0
96.5,0
97,0
97.5,0
98,0
98.5,0
99,0
99.5,0
100,0
100.5,0
101,0
101.5,0
102,0
102.5,0
103,0
103.5,0
104,0
104.5,10723.8
105,16391.7
105.5,19312.5
106,20601.3
106.5,20773.2
107,20305.9
107.5,19473.6
108,18689.6
108.5,18138.9
109,17857.9
109.5,18082.7
110,18591.5
110.5,19339
111,20128.2
111.5,20534.3
112,20256.5
112.5,19228.7
113,17389.6
113.5,13793.8
114,0
114.5,0
115,0
115.5,0
116,0
116.5,0
117,0
117.5,0
118,0
118.5,0
119,0
119.5,0
120,0
120.5,0
121,0
121.5,0
122,0
122.5,0
123,0
123.5,0
124,0
124.5,0
125,0
125.5,0
126,0
126.5,0
127,0
127.5,0
128,0
128.5,10436
129,15810.1
129.5,18463.4
130,19527.5
130.5,19706.5
131,19294.8
131.5,18613.4
132,17924.8
132.5,17449.8
133,17226.7
133.5,17508.4
134,18066.9
134.5,18817.6
135,19641
135.5,20122.6
136,19965.1
136.5,19149.9
137,17482.4
137.5,13990.4
138,0
138.5,0
139,0
139.5,0
140,0
140.5,0
141,0
141.5,0
142,0
142.5,0
143,0
143.5,0
144,0
144.5,0
145,0
145.5,0
146,0
146.5,0
147,0
147.5,0
148,0
148.5,0
149,0
149.5,0
150,0
150.5,0
151,0
151.5,0
152,0
152.5,2474.62
153,9128.34
153.5,4203.89
154,12727.3
154.5,18556.2
155,8781.32
155.5,16076.9
