Hours since 00:00 Jan 1,30 Minute Data: Array power (DC) (kW)
0,0
0.5,0
1,0
1.5,0
2,0
2.5,0
3,0
3.5,0
4,0
4.5,0
5,0
5.5,0
6,0
6.5,0
7,0
7.5,0
8,65.2283
8.5,34.2298
9,150.666
9.5,3049
10,2672.21
10.5,2828.44
11,4831.36
11.5,5873.51
12,8161.84
12.5,11200.7
13,9567.7
13.5,9337.89
14,12209.7
14.5,16715.6
15,13684.3
15.5,10480.7
16,3240.79
16.5,6715.1
17,4554.88
17.5,0
18,0
18.5,0
19,0
19.5,0
20,0
20.5,0
21,0
21.5,0
22,0
22.5,0
23,0
23.5,0
24,0
24.5,0
25,0
25.5,0
26,0
26.5,0
27,0
27.5,0
28,0
28.5,0
29,0
29.5,0
30,0
30.5,0
31,0
31.5,0
32,234.351
32.5,662.487
33,3651.39
33.5,3430.1
34,2741.61
34.5,4391.43
35,5478.79
35.5,4394.8
36,5640.12
36.5,5390.24
37,6627.77
37.5,5275.61
38,7392.95
38.5,4579.33
39,2321.53
39.5,4308.1
40,4437.02
40.5,723.479
41,372.891
41.5,0
42,0
42.5,0
43,0
43.5,0
44,0
44.5,0
45,0
45.5,0
46,0
46.5,0
47,0
47.5,0
48,0
48.5,0
49,0
49.5,0
50,0
50.5,0
51,0
51.5,0
52,0
52.5,0
53,0
53.5,0
54,0
54.5,0
55,0
55.5,0
56,233.585
56.5,446.404
57,908.562
57.5,237.908
58,1363.46
58.5,1511.02
59,2416.36
59.5,2398.31
60,9387.54
60.5,8092.1
61,4999.46
61.5,2919.49
62,1511.11
62.5,2171.02
63,3427.12
63.5,6690.84
64,2335.35
64.5,234.223
65,12516.4
65.5,0
66,0
66.5,0
67,0
67.5,0
68,0
68.5,0
69,0
69.5,0
70,0
70.5,0
71,0
71.5,0
72,0
72.5,0
73,0
73.5,0
74,0
74.5,0
75,0
75.5,0
76,0
76.5,0
77,0
77.5,0
78,0
78.5,0
79,0
79.5,0
80,233.552
80.5,728.555
81,1879.81
81.5,2117.7
82,3679.34
82.5,1356.28
83,1552.09
83.5,2925.73
84,2966.79
84.5,4473.54
85,4759.87
85.5,4170.7
86,3835.45
86.5,18129.1
87,3657.41
87.5,18090.3
88,17093.7
88.5,15027.5
89,12087.1
89.5,0
90,0
90.5,0
91,0
91.5,0
92,0
92.5,0
93,0
93.5,0
94,0
94.5,0
95,0
95.5,0
96,0
96.5,0
97,0
97.5,0
98,0
98.5,0
99,0
99.5,0
100,0
100.5,0
101,0
101.5,0
102,0
102.5,0
103,0
103.5,0
104,5816.94
104.5,11927.7
105,1280.17
105.5,1174.97
106,1471.02
106.5,2230.37
107,9321.52
107.5,5813.17
108,7406.15
108.5,11419.3
109,16412.7
109.5,16757.5
110,17206.7
110.5,17673.2
111,17933.1
111.5,17654
112,16526.2
112.5,14411.3
113,11348.3
113.5,0
114,0
114.5,0
115,0
115.5,0
116,0
116.5,0
117,0
117.5,0
118,0
118.5,0
119,0
119.5,0
120,0
120.5,0
121,0
121.5,0
122,0
122.5,0
123,0
123.5,0
124,0
124.5,0
125,0
125.5,0
126,0
126.5,0
127,0
127.5,0
128,6430.44
128.5,13102.9
129,16776.8
129.5,18757.3
130,19620.6
130.5,19578.2
131,19041.8
131.5,18409.2
132,17843.4
132.5,17493.4
133,17538.6
133.5,17903.4
134,18381.1
134.5,18933.1
135,19261.7
135.5,19051.2
136,17913.8
136.5,15735.2
137,12510.4
137.5,0
138,0
138.5,0
139,0
139.5,0
140,0
140.5,0
141,0
141.5,0
142,0
142.5,0
143,0
143.5,0
144,0
144.5,0
145,0
145.5,0
146,0
146.5,0
147,0
147.5,0
148,0
148.5,0
149,0
149.5,0
150,0
150.5,0
151,0
151.5,0
152,481.72
152.5,4041.74
153,2891.03
153.5,14511.2
154,13247.1
154.5,5488.61
