Hours since 00:00 Jan 1,30 Minute Data: Array power (DC) (kW)
0,0
0.5,0
1,0
1.5,0
2,0
2.5,0
3,0
3.5,0
4,0
4.5,0
5,0
5.5,0
6,0
6.5,0
7,0
7.5,0
8,3674.13
8.5,11486.6
9,15747.6
9.5,17771.2
10,18689.7
10.5,18739.3
11,18073.9
11.5,17158.9
12,16497.2
12.5,16061.5
13,16098
13.5,16578.4
14,17279
14.5,18105.6
15,18795.2
15.5,18716.2
16,17844.9
16.5,16058.8
17,12212.2
17.5,0
18,0
18.5,0
19,0
19.5,0
20,0
20.5,0
21,0
21.5,0
22,0
22.5,0
23,0
23.5,0
24,0
24.5,0
25,0
25.5,0
26,0
26.5,0
27,0
27.5,0
28,0
28.5,0
29,0
29.5,0
30,0
30.5,0
31,0
31.5,0
32,3579.27
32.5,11162.5
33,12475
33.5,12859.8
34,14622.1
34.5,14092.8
35,13831.7
35.5,16808.4
36,16188.5
36.5,13248.3
37,12125.5
37.5,16246
38,16898.2
38.5,13202.1
39,18267.3
39.5,18127.7
40,17237.4
40.5,15454.1
41,11674.8
41.5,0
42,0
42.5,0
43,0
43.5,0
44,0
44.5,0
45,0
45.5,0
46,0
46.5,0
47,0
47.5,0
48,0
48.5,0
49,0
49.5,0
50,0
50.5,0
51,0
51.5,0
52,0
52.5,0
53,0
53.5,0
54,0
54.5,0
55,0
55.5,0
56,0
56.5,93.1006
57,176.701
57.5,8068.18
58,9901.97
58.5,13475.9
59,6723.98
59.5,10245
60,9904.39
60.5,6755.38
61,4597.87
61.5,2949.95
62,2142.13
62.5,2869.57
63,5944.12
63.5,7713.73
64,3688.51
64.5,248.611
65,126.051
65.5,0
66,0
66.5,0
67,0
67.5,0
68,0
68.5,0
69,0
69.5,0
70,0
70.5,0
71,0
71.5,0
72,0
72.5,0
73,0
73.5,0
74,0
74.5,0
75,0
75.5,0
76,0
76.5,0
77,0
77.5,0
78,0
78.5,0
79,0
79.5,0
80,3264.65
80.5,10734.4
81,15022.7
81.5,17119.8
82,18127.7
82.5,18198
83,17539.5
83.5,16667.3
84,15967.1
84.5,15545.3
85,15542.8
85.5,15939
86,16557
86.5,17400.6
87,17909.4
87.5,17801.6
88,16883.9
88.5,15113.5
89,11438.9
89.5,0
90,0
90.5,0
91,0
91.5,0
92,0
92.5,0
93,0
93.5,0
94,0
94.5,0
95,0
95.5,0
96,0
96.5,0
97,0
97.5,0
98,0
98.5,0
99,0
99.5,0
100,0
100.5,0
101,0
101.5,0
102,0
102.5,0
103,0
103.5,0
104,3409.13
104.5,11126.7
105,15376
105.5,17403.5
106,18274.5
106.5,18312.8
107,17517.9
107.5,16763.1
108,16071.7
108.5,15679.4
109,15696.8
109.5,16147.4
110,16827.6
110.5,17616.2
111,18366
111.5,18334.7
112,17499.8
112.5,15766.9
113,12071.5
113.5,0
114,0
114.5,0
115,0
115.5,0
116,0
116.5,0
117,0
117.5,0
118,0
118.5,0
119,0
119.5,0
120,0
120.5,0
121,0
121.5,0
122,0
122.5,0
123,0
123.5,0
124,0
124.5,0
125,0
125.5,0
126,0
126.5,0
127,0
127.5,0
128,3276.34
128.5,2658.55
129,4370.87
129.5,5273.29
130,7499.19
130.5,8069.38
131,8493.05
131.5,4046.87
132,4476.55
132.5,4661
133,7928.95
133.5,7737.67
134,1351.16
134.5,9558.43
135,3433.71
135.5,2920.55
136,4288.91
136.5,3126.28
137,11606.1
137.5,0
138,0
138.5,0
139,0
139.5,0
140,0
140.5,0
141,0
141.5,0
142,0
142.5,0
143,0
143.5,0
144,0
144.5,0
145,0
145.5,0
146,0
146.5,0
147,0
147.5,0
148,0
148.5,0
149,0
149.5,0
150,0
150.5,0
151,0
151.5,0
152,3484.43
152.5,11471.4
153,15980.6
153.5,18175
154,19262.6
154.5,19435.3
155,18823.8
155.5,17941.1
