Hours since 00:00 Jan 1,30 Minute Data: Array power (DC) (kW)
0,0
0.5,0
1,0
1.5,0
2,0
2.5,0
3,0
3.5,0
4,0
4.5,0
5,0
5.5,0
6,0
6.5,0
7,0
7.5,659.864
8,8471
8.5,13415
9,16050.4
9.5,17295.5
10,17728.5
10.5,17483.2
11,4439.5
11.5,6540.78
12,6756.48
12.5,7683.11
13,7582.7
13.5,3707.6
14,3821.9
14.5,7403.77
15,8539.91
15.5,16672.9
16,15403.7
16.5,13041
17,8168.38
17.5,0
18,0
18.5,0
19,0
19.5,0
20,0
20.5,0
21,0
21.5,0
22,0
22.5,0
23,0
23.5,0
24,0
24.5,0
25,0
25.5,0
26,0
26.5,0
27,0
27.5,0
28,0
28.5,0
29,0
29.5,0
30,0
30.5,0
31,0
31.5,593.553
32,8207.24
32.5,1198.84
33,1686.41
33.5,1192.53
34,2164.82
34.5,2369.26
35,5093
35.5,3742.05
36,4793.06
36.5,4997.61
37,6567.3
37.5,6294.63
38,8460.77
38.5,9392.4
39,6041.55
39.5,2949.63
40,10719.2
40.5,10836.7
41,6534.99
41.5,0
42,0
42.5,0
43,0
43.5,0
44,0
44.5,0
45,0
45.5,0
46,0
46.5,0
47,0
47.5,0
48,0
48.5,0
49,0
49.5,0
50,0
50.5,0
51,0
51.5,0
52,0
52.5,0
53,0
53.5,0
54,0
54.5,0
55,0
55.5,507.025
56,7821.56
56.5,12753.6
57,15536.9
57.5,16955.4
58,17539.7
58.5,17401.4
59,6016.13
59.5,16303.8
60,15877.3
60.5,15629.1
61,15863.8
61.5,16286.4
62,16795.5
62.5,17329.2
63,17408.4
63.5,16831
64,15514.1
64.5,13139
65,8384.86
65.5,0
66,0
66.5,0
67,0
67.5,0
68,0
68.5,0
69,0
69.5,0
70,0
70.5,0
71,0
71.5,0
72,0
72.5,0
73,0
73.5,0
74,0
74.5,0
75,0
75.5,0
76,0
76.5,0
77,0
77.5,0
78,0
78.5,0
79,0
79.5,43.1322
80,2158.27
80.5,7100.31
81,2455.05
81.5,7925.11
82,5684.02
82.5,2697.36
83,6337.25
83.5,11052.4
84,5347.83
84.5,5502.44
85,6202.73
85.5,5889.49
86,5388.11
86.5,3848.37
87,3325.65
87.5,2727.51
88,16143.8
88.5,13700.2
89,8825.72
89.5,0
90,0
90.5,0
91,0
91.5,0
92,0
92.5,0
93,0
93.5,0
94,0
94.5,0
95,0
95.5,0
96,0
96.5,0
97,0
97.5,0
98,0
98.5,0
99,0
99.5,0
100,0
100.5,0
101,0
101.5,0
102,0
102.5,0
103,0
103.5,0
104,323.523
104.5,677.895
105,1323.95
105.5,550.746
106,675.729
106.5,2002.46
107,2527.46
107.5,2840.25
108,4399.89
108.5,4536.69
109,4413.76
109.5,4126.5
110,3712.89
110.5,1934.16
111,1638.27
111.5,1336.17
112,987.057
112.5,13695.6
113,8881.51
113.5,0
114,0
114.5,0
115,0
115.5,0
116,0
116.5,0
117,0
117.5,0
118,0
118.5,0
119,0
119.5,0
120,0
120.5,0
121,0
121.5,0
122,0
122.5,0
123,0
123.5,0
124,0
124.5,0
125,0
125.5,0
126,0
126.5,0
127,0
127.5,0
128,874.127
128.5,35.5651
129,297.538
129.5,5980.11
130,6806.06
130.5,402.379
131,6419.28
131.5,4362.57
132,1662.09
132.5,11484.1
133,16780
133.5,17253.8
134,17889.3
134.5,18500.8
135,18758.8
135.5,18315.8
136,17097.4
136.5,14779.9
137,9920.78
137.5,0
138,0
138.5,0
139,0
139.5,0
140,0
140.5,0
141,0
141.5,0
142,0
142.5,0
143,0
143.5,0
144,0
144.5,0
145,0
145.5,0
146,0
146.5,0
147,0
147.5,0
148,0
148.5,0
149,0
149.5,0
150,0
150.5,0
151,0
151.5,0
152,9198.11
152.5,14736.7
153,17650.1
153.5,19023.5
154,19529.3
154.5,19372.2
